"marker","chr","pos"
"SCAFFOLD00018.2_154622","12"," 27.7989683"
"SCAFFOLD00018.2_760550","12"," 31.5094675"
"SCAFFOLD00018.3_212625","12"," 33.3621492"
"SCAFFOLD00018.3_191001","12"," 34.5969515"
"SCAFFOLD00241_128696","12"," 34.5971515"
"SCAFFOLD00018.3_231153","12"," 34.5972515"
"SCAFFOLD00018.3_350046","12"," 34.5970515"
"SCAFFOLD00272_244016","12"," 35.2145731"
"SCAFFOLD00171_96054","12"," 40.1690160"
"SCAFFOLD00171_749977","12"," 40.7863330"
"SCAFFOLD00171_749928","12"," 42.6390288"
"SCAFFOLD00468_11730","12"," 43.2563557"
"SCAFFOLD00195_573933","12"," 45.7274913"
"SCAFFOLD00291_350155","12"," 46.9622911"
"SCAFFOLD00195_861900","12"," 46.9625911"
"SCAFFOLD00063_39885","12"," 46.9624911"
"SCAFFOLD00195_439578","12"," 46.9626911"
"SCAFFOLD00063_491713","12"," 46.9623911"
"SCAFFOLD00063_266546","12"," 47.5801298"
"SCAFFOLD00063_699474","12"," 47.5800298"
"SCAFFOLD00063_965507","12"," 48.1974685"
"SCAFFOLD00063_1019942","12"," 48.8148049"
"SCAFFOLD00063_1019868","12"," 50.0496142"
"SCAFFOLD00063_1023243","12"," 50.6669506"
"SCAFFOLD00215_631576","12"," 51.2842893"
"SCAFFOLD00215_549975","12"," 51.9017280"
"SCAFFOLD00215_123609","12"," 51.9016280"
"SCAFFOLD00038_832623","12"," 52.5190666"
"SCAFFOLD00038_1394633","12"," 52.5191666"
"SCAFFOLD00038_66608","12"," 53.7539712"
"SCAFFOLD00081_185601","12"," 53.7540712"
"SCAFFOLD00179_518954","12"," 53.7547712"
"SCAFFOLD00179_636658","12"," 53.7548712"
"SCAFFOLD00106.1_139974","12"," 53.7542712"
"SCAFFOLD00081_1382764","12"," 53.7543712"
"SCAFFOLD00137_644112","12"," 53.7544712"
"SCAFFOLD00179_849395","12"," 53.7549712"
"SCAFFOLD00179_874542","12"," 53.7545712"
"SCAFFOLD00038_1543829","12"," 53.7541712"
"SCAFFOLD00038_259813","12"," 53.7546712"
"SCAFFOLD00106.1_252240","12"," 53.7550712"
"SCAFFOLD00001.6_155925","12"," 53.7552712"
"SCAFFOLD00038_334436","12"," 53.7551712"
"SCAFFOLD00128_275024","12"," 54.3727099"
"SCAFFOLD00081_317469","12"," 54.3728099"
"SCAFFOLD00327_109291","12"," 54.3726099"
"SCAFFOLD00276_70859","12"," 54.9901486"
"SCAFFOLD00327_205371","12"," 55.6074873"
"SCAFFOLD00327_205305","12"," 56.2248188"
"SCAFFOLD00257_400844","12"," 58.6959567"
"SCAFFOLD00293_122482","12"," 59.3132836"
"SCAFFOLD00293_108941","12"," 61.1659771"
"SCAFFOLD00293_93065","12"," 62.4007648"
"SCAFFOLD00216_254063","12"," 67.3551890"
"SCAFFOLD00065.2_234063","12"," 72.3095988"
"SCAFFOLD00007.2_2594419","12"," 77.2640252"
"SCAFFOLD00007.2_2122565","12"," 77.8813469"
"SCAFFOLD00007.2_2435269","12"," 77.8814469"
"SCAFFOLD00007.2_2435250","12"," 78.4987832"
"SCAFFOLD00007.2_1759440","12"," 79.7335879"
"SCAFFOLD00007.2_1650200","12"," 81.5862791"
"SCAFFOLD00007.2_1085723","12"," 82.8210814"
"SCAFFOLD00007.2_685002","12"," 84.0558861"
"SCAFFOLD00007.2_684996","12"," 85.2906931"
"SCAFFOLD00007.2_1097590","12"," 85.9080295"
"SCAFFOLD00007.2_237141","12"," 86.5253634"
"SCAFFOLD00007.1_1769405","12"," 88.3781545"
"SCAFFOLD00007.1_697347","12"," 88.3780545"
"SCAFFOLD00007.1_833744","12"," 89.6129591"
"SCAFFOLD00007.1_110264","12"," 90.8477661"
"SCAFFOLD00163_461118","12"," 91.4651025"
"SCAFFOLD00163_912049","12"," 91.4652025"
"SCAFFOLD00163_912017","12"," 92.0821710"
"SCAFFOLD00050_1106521","10","  0.0000000"
"SCAFFOLD00050_1911448","10","  0.5879046"
"SCAFFOLD00050_1911403","10","  1.1761796"
"SCAFFOLD00012.1_74614","10","  1.7644546"
"SCAFFOLD00108_932781","10","  1.7645546"
"SCAFFOLD00108_325966","10","  4.1192145"
"SCAFFOLD00061_1125350","10","  6.4738677"
"SCAFFOLD00061_1840682","10"," 10.6008409"
"SCAFFOLD00147_743842","10"," 15.9148809"
"SCAFFOLD00147_443111","10"," 17.6802807"
"SCAFFOLD00077.1_779464","10"," 20.0350428"
"SCAFFOLD00077.1_729420","10"," 20.0349428"
"SCAFFOLD00033.1_558084","10"," 20.6233133"
"SCAFFOLD00077.1_483625","10"," 22.3887338"
"SCAFFOLD00184_453710","10"," 24.1541407"
"SCAFFOLD00184_355465","10"," 28.2811321"
"SCAFFOLD00142_1214642","10"," 29.4577891"
"SCAFFOLD00142_906256","10"," 30.0460619"
"SCAFFOLD00142_1220349","10"," 30.6344369"
"SCAFFOLD00142_301857","10"," 30.6343369"
"SCAFFOLD00142_340110","10"," 31.2227074"
"SCAFFOLD00259_347795","10"," 32.9881279"
"SCAFFOLD00288_125797","10"," 34.7535462"
"SCAFFOLD00087_1336207","10"," 35.9302125"
"SCAFFOLD00087_539502","10"," 36.5184853"
"SCAFFOLD00087_365317","10"," 37.1067558"
"SCAFFOLD00092_302629","10"," 38.8722762"
"SCAFFOLD00044_2360927","10"," 38.8721762"
"SCAFFOLD00092_88901","10"," 39.4605490"
"SCAFFOLD00039_1512757","10"," 40.6373175"
"SCAFFOLD00092_88792","10"," 40.6372175"
"SCAFFOLD00044_653910","10"," 40.6374175"
"SCAFFOLD00044_626070","10"," 41.2257925"
"SCAFFOLD00092_895263","10"," 41.2260925"
"SCAFFOLD00044_360959","10"," 41.2256925"
"SCAFFOLD00499_86862","10"," 41.2258925"
"SCAFFOLD00190_37543","10"," 41.2259925"
"SCAFFOLD00100_1436288","10"," 41.2261925"
"SCAFFOLD00100_1011958","10"," 41.8144630"
"SCAFFOLD00100_940500","10"," 43.5799834"
"SCAFFOLD00100_737061","10"," 43.5798834"
"SCAFFOLD00100_603206","10"," 44.7566519"
"SCAFFOLD00100_794826","10"," 45.3449225"
"SCAFFOLD00044_1325845","10"," 46.5215932"
"SCAFFOLD00295_146134","10"," 47.1098569"
"SCAFFOLD00080_599267","10"," 50.0545272"
"SCAFFOLD00034_2754728","10"," 50.0544272"
"SCAFFOLD00034_1232878","10"," 50.6428022"
"SCAFFOLD00034_451449","10"," 51.2311772"
"SCAFFOLD00034_701271","10"," 51.2310772"
"SCAFFOLD00034_374051","10"," 51.8194477"
"SCAFFOLD00034_374021","10"," 53.5848660"
"SCAFFOLD00034_223961","10"," 55.9395350"
"SCAFFOLD00159_464550","10"," 56.5277965"
"SCAFFOLD00159_384272","10"," 58.8824677"
"SCAFFOLD00637_39483","10"," 60.0591318"
"SCAFFOLD00119_1079276","10"," 60.6474023"
"SCAFFOLD00119_851421","10"," 61.8240663"
"SCAFFOLD00119_648967","10"," 64.1787332"
"SCAFFOLD00119_612114","10"," 65.9441514"
"SCAFFOLD00104_72196","10"," 66.5324197"
"SCAFFOLD00104_322178","10"," 67.7090814"
"SCAFFOLD00104_441698","10"," 70.6536587"
"SCAFFOLD00104_528331","10"," 71.2420247"
"SCAFFOLD00104_1269862","10"," 71.2421247"
"SCAFFOLD00104_1007108","10"," 71.2419247"
"SCAFFOLD00104_1321148","10"," 71.2422247"
"SCAFFOLD00104_1460463","10"," 72.4188818"
"SCAFFOLD00294_351738","10"," 75.9542632"
"SCAFFOLD00181_189068","10"," 75.9541632"
"SCAFFOLD00121_1079103","10"," 77.7204790"
"SCAFFOLD00181_881543","10"," 77.7198790"
"SCAFFOLD00121_1079594","10"," 77.7205790"
"SCAFFOLD00264_225425","10"," 77.7196790"
"SCAFFOLD00181_782625","10"," 77.7197790"
"SCAFFOLD00181_881462","10"," 77.7206790"
"SCAFFOLD00181_782568","10"," 77.7199790"
"SCAFFOLD00584_22158","10"," 77.7202790"
"SCAFFOLD00121_1031653","10"," 77.7203790"
"SCAFFOLD00227_554028","10"," 77.7200790"
"SCAFFOLD00584_9297","10"," 77.7201790"
"SCAFFOLD00237_75387"," 5","  0.0000000"
"SCAFFOLD00135_288383"," 5","  0.0001000"
"SCAFFOLD00135_779824"," 5","  4.1270478"
"SCAFFOLD00136_611739"," 5","  7.6623025"
"SCAFFOLD00136_912051"," 5"," 10.0169386"
"SCAFFOLD00318_65610"," 5"," 10.0170386"
"SCAFFOLD00091_1502793"," 5"," 12.3716762"
"SCAFFOLD00174_918625"," 5"," 15.3162212"
"SCAFFOLD00174_916859"," 5"," 19.4431725"
"SCAFFOLD00174_463289"," 5"," 22.9784316"
"SCAFFOLD00174_160141"," 5"," 23.5668116"
"SCAFFOLD00174_797863"," 5"," 23.5667116"
"SCAFFOLD00174_160188"," 5"," 24.1550992"
"SCAFFOLD00174_160099"," 5"," 24.7433867"
"SCAFFOLD00174_242804"," 5"," 25.3316728"
"SCAFFOLD00153_887892"," 5"," 26.5083191"
"SCAFFOLD00153_887910"," 5"," 27.6849623"
"SCAFFOLD00153_291649"," 5"," 29.4503564"
"SCAFFOLD00070_1425973"," 5"," 31.2157520"
"SCAFFOLD00201_577623"," 5"," 31.8040366"
"SCAFFOLD00200_94138"," 5"," 32.3923241"
"SCAFFOLD00200_132706"," 5"," 32.9806087"
"SCAFFOLD00070_1443059"," 5"," 34.7460073"
"SCAFFOLD00070_1134736"," 5"," 35.3342889"
"SCAFFOLD00070_362421"," 5"," 37.0996874"
"SCAFFOLD00070_464018"," 5"," 37.6880720"
"SCAFFOLD00070_1809"," 5"," 37.6879720"
"SCAFFOLD00247_219290"," 5"," 38.2763596"
"SCAFFOLD00348_26395"," 5"," 38.8646457"
"SCAFFOLD00348_196159"," 5"," 40.0412933"
"SCAFFOLD00172_524896"," 5"," 40.6295749"
"SCAFFOLD00172_276000"," 5"," 42.9842216"
"SCAFFOLD00172_314140"," 5"," 44.1608557"
"SCAFFOLD00182_628374"," 5"," 48.2878189"
"SCAFFOLD00031_1860387"," 5"," 48.8761972"
"SCAFFOLD00102_700626"," 5"," 48.8760972"
"SCAFFOLD00379_139966"," 5"," 49.4644848"
"SCAFFOLD00271.2_4046"," 5"," 49.4645848"
"SCAFFOLD00031_119442"," 5"," 50.6412310"
"SCAFFOLD00031_999639"," 5"," 51.2295156"
"SCAFFOLD00301_105189"," 5"," 52.4062618"
"SCAFFOLD00019_2797966"," 5"," 52.4061618"
"SCAFFOLD00004.1_3324362"," 5"," 52.4063618"
"SCAFFOLD00144.1_69539"," 5"," 54.1717543"
"SCAFFOLD00045.2_355773"," 5"," 55.9371499"
"SCAFFOLD00045.2_642002"," 5"," 56.5254330"
"SCAFFOLD00300_202623"," 5"," 57.7021791"
"SCAFFOLD00300_185972"," 5"," 57.7020791"
"SCAFFOLD00045.2_331791"," 5"," 58.8788238"
"SCAFFOLD00045.2_111706"," 5"," 60.0554686"
"SCAFFOLD00045.2_111572"," 5"," 61.2321118"
"SCAFFOLD00045.1_641342"," 5"," 62.9976058"
"SCAFFOLD00045.1_641336"," 5"," 62.9975058"
"SCAFFOLD00045.1_803170"," 5"," 63.5858904"
"SCAFFOLD00045.1_25144"," 5"," 65.3514859"
"SCAFFOLD00120_1019601"," 5"," 65.3513859"
"SCAFFOLD00120_949017"," 5"," 65.3512859"
"SCAFFOLD00120_949016"," 5"," 65.9397690"
"SCAFFOLD00054.2_162756"," 5"," 68.2944171"
"SCAFFOLD00054.2_231389"," 5"," 68.8827002"
"SCAFFOLD00054.2_235387"," 5"," 69.4709848"
"SCAFFOLD00054.1_790177"," 5"," 71.2363804"
"SCAFFOLD00028_2541791"," 5"," 73.0017730"
"SCAFFOLD00028_2631567"," 5"," 74.7671685"
"SCAFFOLD00028_1989121"," 5"," 75.3554516"
"SCAFFOLD00028_1989314"," 5"," 76.5320979"
"SCAFFOLD00028_1989196"," 5"," 77.7087441"
"SCAFFOLD00028_1911960"," 5"," 78.2970272"
"SCAFFOLD00028_732750"," 5"," 80.0624227"
"SCAFFOLD00028_27139"," 5"," 81.8278168"
"SCAFFOLD00030_2891226"," 5"," 83.0044586"
"SCAFFOLD00030_2135679"," 5"," 84.7698556"
"SCAFFOLD00030_1711056"," 5"," 85.3581402"
"SCAFFOLD00030_1654161"," 5"," 85.9464278"
"SCAFFOLD00030_1590430"," 5"," 86.5347139"
"SCAFFOLD00030_772055"," 5"," 87.7113616"
"SCAFFOLD00030_314374"," 5"," 88.2996477"
"SCAFFOLD00030_130458"," 5"," 88.8882353"
"SCAFFOLD00030_290224"," 5"," 88.8881353"
"SCAFFOLD00030_66299"," 5"," 88.8880353"
"SCAFFOLD00030_1108143"," 5"," 88.8879353"
"SCAFFOLD00329_82590"," 7","  0.0000000"
"SCAFFOLD00335_84820"," 7","  0.5879046"
"SCAFFOLD00177_351814"," 7","  1.1761774"
"SCAFFOLD00177_351895"," 7","  2.3528482"
"SCAFFOLD00206_691858"," 7","  2.9412209"
"SCAFFOLD00389_90103"," 7","  2.9413209"
"SCAFFOLD00206_691815"," 7","  2.9414209"
"SCAFFOLD00206_662762"," 7","  2.9411209"
"SCAFFOLD00206_694418"," 7","  2.9415209"
"SCAFFOLD00206_784703"," 7","  4.7069346"
"SCAFFOLD00514_76924"," 7","  7.0616014"
"SCAFFOLD00019_3398008"," 7","  8.2382493"
"SCAFFOLD00019_2464410"," 7"," 12.9581178"
"SCAFFOLD00019_1075091"," 7"," 13.5463766"
"SCAFFOLD00019_1932059"," 7"," 14.1347516"
"SCAFFOLD00019_1559017"," 7"," 14.1346516"
"SCAFFOLD00019_1075085"," 7"," 15.3114179"
"SCAFFOLD00019_1075207"," 7"," 16.4880751"
"SCAFFOLD00019_1009426"," 7"," 20.0233637"
"SCAFFOLD00019_366601"," 7"," 21.7887660"
"SCAFFOLD00519_54195"," 7"," 25.3240410"
"SCAFFOLD00690_5008"," 7"," 30.0439840"
"SCAFFOLD00133_1044332"," 7"," 30.0438840"
"SCAFFOLD00152_612698"," 7"," 30.6322546"
"SCAFFOLD00133_733183"," 7"," 32.3976728"
"SCAFFOLD00133_423693"," 7"," 34.7523349"
"SCAFFOLD00133_477909"," 7"," 34.7524349"
"SCAFFOLD00133_423697"," 7"," 35.3407099"
"SCAFFOLD00148_89389"," 7"," 35.9290850"
"SCAFFOLD00133_436510"," 7"," 35.9289850"
"SCAFFOLD00105_131262"," 7"," 37.1057490"
"SCAFFOLD00105_194929"," 7"," 38.8711717"
"SCAFFOLD00262_476901"," 7"," 39.4594378"
"SCAFFOLD00008_4003521"," 7"," 41.2248605"
"SCAFFOLD00211_642819"," 7"," 42.4015223"
"SCAFFOLD00211_9994"," 7"," 44.1669428"
"SCAFFOLD00211_71288"," 7"," 45.3436091"
"SCAFFOLD00078_423984"," 7"," 45.9318819"
"SCAFFOLD00162_50516"," 7"," 46.5201569"
"SCAFFOLD00162_57080"," 7"," 46.5202569"
"SCAFFOLD00162_204862"," 7"," 47.6969210"
"SCAFFOLD00162_266301"," 7"," 49.4623392"
"SCAFFOLD00361_6134"," 7"," 51.2277553"
"SCAFFOLD00056_989842"," 7"," 52.9932712"
"SCAFFOLD00056_1778346"," 7"," 52.9931712"
"SCAFFOLD00017_3437891"," 7"," 54.7586872"
"SCAFFOLD00017_1287628"," 7"," 56.5243031"
"SCAFFOLD00017_3336587"," 7"," 56.5242031"
"SCAFFOLD00017_327648"," 7"," 56.5241031"
"SCAFFOLD00017_1639768"," 7"," 57.7009716"
"SCAFFOLD00097_261517"," 7"," 58.2892421"
"SCAFFOLD00097_719003"," 7"," 59.4659107"
"SCAFFOLD00097_1108556"," 7"," 60.6425770"
"SCAFFOLD00388_86059"," 7"," 60.6426770"
"SCAFFOLD00416_74788"," 7"," 61.8194432"
"SCAFFOLD00388_75338"," 7"," 61.8193432"
"SCAFFOLD00241_614426"," 7"," 62.4077182"
"SCAFFOLD00097_1294861"," 7"," 62.4079182"
"SCAFFOLD00241_426526"," 7"," 62.4078182"
"SCAFFOLD00246_101586"," 7"," 64.1734340"
"SCAFFOLD00246_101438"," 7"," 64.1735340"
"SCAFFOLD00103.1_52844"," 7"," 64.1733340"
"SCAFFOLD00028_1911942"," 7"," 66.5281961"
"SCAFFOLD00103.2_189419"," 7"," 68.2936122"
"SCAFFOLD00103.1_890230"," 7"," 69.4702740"
"SCAFFOLD00103.1_740805"," 7"," 71.2356967"
"SCAFFOLD00103.2_275870"," 7"," 71.8239672"
"SCAFFOLD00292_130838"," 7"," 72.4122261"
"SCAFFOLD00002.3_1149083"," 7"," 77.1320738"
"SCAFFOLD00002.3_450190"," 7"," 83.6391630"
"SCAFFOLD00002.2_2321773"," 7"," 84.2274122"
"SCAFFOLD00002.2_794401"," 7"," 85.4040830"
"SCAFFOLD00002.2_905058"," 7"," 85.9923535"
"SCAFFOLD00002.2_900064"," 7"," 87.1690220"
"SCAFFOLD00002.2_900807"," 7"," 87.1692220"
"SCAFFOLD00002.2_1761570"," 7"," 87.1691220"
"SCAFFOLD00002.2_1358371"," 7"," 89.5238864"
"SCAFFOLD00002.2_900178"," 7"," 90.7005459"
"SCAFFOLD00002.1_3689439"," 7"," 92.4659687"
"SCAFFOLD00002.1_3689920"," 7"," 93.0544392"
"SCAFFOLD00002.1_3689498"," 7"," 93.0543392"
"SCAFFOLD00002.1_3171691"," 7"," 93.0542392"
"SCAFFOLD00002.1_3689954"," 7"," 93.6428142"
"SCAFFOLD00002.1_2839874"," 7"," 93.6427142"
"SCAFFOLD00002.1_2721335"," 7"," 93.6429142"
"SCAFFOLD00002.1_1548054"," 7"," 94.8195805"
"SCAFFOLD00002.1_1366671"," 7"," 95.9962490"
"SCAFFOLD00045.2_580195"," 7"," 96.5845218"
"SCAFFOLD00160_208603"," 7"," 96.5846218"
"SCAFFOLD00160_208597"," 7"," 97.1729968"
"SCAFFOLD00160_397998"," 7"," 97.1728968"
"SCAFFOLD00158_1081431","11","  0.0001000"
"SCAFFOLD00158_906362","11","  0.0002000"
"SCAFFOLD00158_168387","11","  0.0000000"
"SCAFFOLD00158_288944","11","  0.5919935"
"SCAFFOLD00158_143488","11","  1.1837854"
"SCAFFOLD00278_311023","11","  2.3673967"
"SCAFFOLD00067_1110573","11","  2.9592886"
"SCAFFOLD00067_1110469","11","  2.9591886"
"SCAFFOLD00067_1115993","11","  4.1428954"
"SCAFFOLD00067_1331525","11","  5.9187470"
"SCAFFOLD00498_87437","11","  6.5105329"
"SCAFFOLD00002.2_794290","11","  8.8791300"
"SCAFFOLD00245_489954","11"," 11.2477272"
"SCAFFOLD00245_489841","11"," 11.8395115"
"SCAFFOLD00122_343094","11"," 14.2081085"
"SCAFFOLD00073_97818","11"," 14.2082085"
"SCAFFOLD00073_386650","11"," 15.3918168"
"SCAFFOLD00073_197027","11"," 16.5754235"
"SCAFFOLD00073_191886","11"," 18.3512706"
"SCAFFOLD00073_134651","11"," 20.7198693"
"SCAFFOLD00210_509305","11"," 21.3116473"
"SCAFFOLD00183_851562","11"," 26.0595840"
"SCAFFOLD00042.1_645438","11"," 28.4281704"
"SCAFFOLD00042.1_849682","11"," 30.7967629"
"SCAFFOLD00193_222268","11"," 30.7969629"
"SCAFFOLD00042.1_790775","11"," 30.7968629"
"SCAFFOLD00128_780062","11"," 31.3889564"
"SCAFFOLD00089_578607","11"," 31.3887564"
"SCAFFOLD00042.1_1272367","11"," 31.3888564"
"SCAFFOLD00042.1_835806","11"," 32.5725569"
"SCAFFOLD00042.2_302622","11"," 36.7242425"
"SCAFFOLD00042.2_695392","11"," 36.7241425"
"SCAFFOLD00042.2_719210","11"," 36.7240425"
"SCAFFOLD00205_519686","11"," 36.7243425"
"SCAFFOLD00205_519789","11"," 37.9079492"
"SCAFFOLD00205_274442","11"," 39.6838008"
"SCAFFOLD00236.1_401942","11"," 40.2755898"
"SCAFFOLD00236.1_425105","11"," 41.4591996"
"SCAFFOLD00236.2_451","11"," 42.6429078"
"SCAFFOLD00236.2_172","11"," 42.6428078"
"SCAFFOLD00236.2_533","11"," 43.2348013"
"SCAFFOLD00236.2_313","11"," 43.2347013"
"SCAFFOLD00248_320084","11"," 43.2349013"
"SCAFFOLD00248_324628","11"," 43.8266902"
"SCAFFOLD00130_167749","11"," 46.1952903"
"SCAFFOLD00130_470271","11"," 47.3788956"
"SCAFFOLD00130_1024785","11"," 48.5625023"
"SCAFFOLD00021_307587","11"," 50.3383509"
"SCAFFOLD00021_751961","11"," 52.1142010"
"SCAFFOLD00021_1770019","11"," 52.7059915"
"SCAFFOLD00021_1032444","11"," 52.7060915"
"SCAFFOLD00057.1_880756","11"," 53.8900997"
"SCAFFOLD00057.2_501055","11"," 53.8897997"
"SCAFFOLD00025_1530656","11"," 53.8896997"
"SCAFFOLD00323_135303","11"," 53.8901997"
"SCAFFOLD00048_473660","11"," 53.8898997"
"SCAFFOLD00048_588716","11"," 53.8899997"
"SCAFFOLD00085_627612","11"," 53.8902997"
"SCAFFOLD00048_1110068","11"," 54.4820886"
"SCAFFOLD00048_588629","11"," 56.8513856"
"SCAFFOLD00048_588645","11"," 56.8512856"
"SCAFFOLD00048_582221","11"," 56.8511856"
"SCAFFOLD00048_582264","11"," 56.8508856"
"SCAFFOLD00048_473750","11"," 56.8514856"
"SCAFFOLD00057.1_523795","11"," 56.8510856"
"SCAFFOLD00057.1_879114","11"," 56.8506856"
"SCAFFOLD00021_2502981","11"," 56.8509856"
"SCAFFOLD00021_3125923","11"," 56.8507856"
"SCAFFOLD00021_3178774","11"," 57.4432776"
"SCAFFOLD00085_195233","11"," 58.6268873"
"SCAFFOLD00220_676681","11"," 58.6270873"
"SCAFFOLD00048_1290051","11"," 58.6269873"
"SCAFFOLD00048_1547084","11"," 59.2188731"
"SCAFFOLD00151.1_531651","11"," 62.7751273"
"SCAFFOLD00151.1_536213","11"," 64.5509728"
"SCAFFOLD00151.1_564945","11"," 65.1431632"
"SCAFFOLD00151.1_716878","11"," 65.1427632"
"SCAFFOLD00151.1_161823","11"," 65.1432632"
"SCAFFOLD00041.1_97000","11"," 65.1430632"
"SCAFFOLD00151.1_362762","11"," 65.1429632"
"SCAFFOLD00072_1513127","11"," 65.1428632"
"SCAFFOLD00151.1_362807","11"," 65.7350567"
"SCAFFOLD00048_1683235","11"," 66.3268456"
"SCAFFOLD00022.2_2585106","11"," 68.6954442"
"SCAFFOLD00022.2_2036988","11"," 70.4713897"
"SCAFFOLD00022.2_1565940","11"," 70.4712897"
"SCAFFOLD00022.2_919312","11"," 71.0636832"
"SCAFFOLD00022.2_1239059","11"," 71.0631832"
"SCAFFOLD00022.2_653681","11"," 71.0638832"
"SCAFFOLD00022.1_508597","11"," 71.0637832"
"SCAFFOLD00022.1_560572","11"," 71.0632832"
"SCAFFOLD00022.1_562517","11"," 71.0634832"
"SCAFFOLD00022.1_262347","11"," 71.0633832"
"SCAFFOLD00022.1_508563","11"," 71.0635832"
"SCAFFOLD00022.1_508699","11"," 71.6557766"
"SCAFFOLD00022.1_562349","11"," 71.6556766"
"SCAFFOLD00022.2_586912","11"," 72.2475701"
"SCAFFOLD00022.2_298480","11"," 72.2476701"
"SCAFFOLD00022.2_929368","11"," 75.2096789"
"SCAFFOLD00022.2_1355969","11"," 78.7659241"
"SCAFFOLD00219_71811","11"," 81.7279361"
"SCAFFOLD00219_447541","11"," 83.5037801"
"SCAFFOLD00219_707403","11"," 83.5038801"
"SCAFFOLD00219_701757","11"," 84.6875883"
"SCAFFOLD00012.4_218983","11"," 84.6874883"
"SCAFFOLD00012.4_156","11"," 86.4634354"
"SCAFFOLD00011_2793812","11"," 88.2392840"
"SCAFFOLD00068.1_143361","11"," 89.4228907"
"SCAFFOLD00068.1_345188","11"," 90.6065005"
"SCAFFOLD00068.1_134120","11"," 91.1982925"
"SCAFFOLD00074.1_1003871","11"," 91.7900859"
"SCAFFOLD00074.2_156661","11"," 92.3818749"
"SCAFFOLD00074.1_551963","11"," 94.7504750"
"SCAFFOLD00012.4_1521377","11"," 95.9340817"
"SCAFFOLD00012.4_1375227","11"," 96.5258737"
"SCAFFOLD00012.4_1390899","11"," 97.1176657"
"SCAFFOLD00005_4518379","11"," 98.3010313"
"SCAFFOLD00040_259346"," 1","  0.0000000"
"SCAFFOLD00098_568913"," 1","  0.5879046"
"SCAFFOLD00098_131985"," 1","  1.1762796"
"SCAFFOLD00098_131983"," 1","  1.1763796"
"SCAFFOLD00098_131986"," 1","  1.1761796"
"SCAFFOLD00098_131976"," 1","  2.3530481"
"SCAFFOLD00098_131973"," 1","  2.9413187"
"SCAFFOLD00040_696216"," 1","  4.1180872"
"SCAFFOLD00040_579530"," 1","  4.1179872"
"SCAFFOLD00040_843110"," 1","  7.0626482"
"SCAFFOLD00012.2_112895"," 1","  7.0627482"
"SCAFFOLD00010_2345921"," 1","  7.6510232"
"SCAFFOLD00359_17623"," 1","  8.2392982"
"SCAFFOLD00005_68211"," 1","  8.2393982"
"SCAFFOLD00005_305704"," 1","  8.8278732"
"SCAFFOLD00005_340875"," 1","  8.8276732"
"SCAFFOLD00005_305694"," 1","  8.8277732"
"SCAFFOLD00005_344478"," 1","  9.4162482"
"SCAFFOLD00005_858034"," 1","  9.4161482"
"SCAFFOLD00005_496990"," 1"," 10.0047232"
"SCAFFOLD00005_869103"," 1"," 10.0046232"
"SCAFFOLD00005_896846"," 1"," 10.0048232"
"SCAFFOLD00005_917382"," 1"," 10.0045232"
"SCAFFOLD00005_917298"," 1"," 10.5930960"
"SCAFFOLD00005_1261340"," 1"," 11.7697668"
"SCAFFOLD00005_1224311"," 1"," 12.3580373"
"SCAFFOLD00005_1341275"," 1"," 13.5347058"
"SCAFFOLD00005_1665760"," 1"," 13.5348058"
"SCAFFOLD00005_1555097"," 1"," 13.5349058"
"SCAFFOLD00005_1488036"," 1"," 13.5350058"
"SCAFFOLD00005_1488023"," 1"," 14.1232808"
"SCAFFOLD00005_1665761"," 1"," 14.1233808"
"SCAFFOLD00005_2054833"," 1"," 15.8887922"
"SCAFFOLD00005_3750631"," 1"," 18.8333651"
"SCAFFOLD00005_4399468"," 1"," 20.0100268"
"SCAFFOLD00005_4399399"," 1"," 20.5982996"
"SCAFFOLD00005_3392432"," 1"," 21.1865724"
"SCAFFOLD00005_3276869"," 1"," 22.3632409"
"SCAFFOLD00005_3084795"," 1"," 22.3633409"
"SCAFFOLD00005_3935472"," 1"," 22.9517159"
"SCAFFOLD00005_4312457"," 1"," 22.9516159"
"SCAFFOLD00005_4092984"," 1"," 23.5399887"
"SCAFFOLD00005_4465968"," 1"," 24.7167572"
"SCAFFOLD00005_4549436"," 1"," 24.7166572"
"SCAFFOLD00005_4973154"," 1"," 24.7168572"
"SCAFFOLD00146_852668"," 1"," 26.4823730"
"SCAFFOLD00016.1_335319"," 1"," 26.4824730"
"SCAFFOLD00265_406763"," 1"," 26.4822730"
"SCAFFOLD00015.1_1017755"," 1"," 27.6591415"
"SCAFFOLD00005_4953069"," 1"," 28.2474098"
"SCAFFOLD00192_341063"," 1"," 30.0128348"
"SCAFFOLD00009.1_325176"," 1"," 30.6011053"
"SCAFFOLD00009.1_554129"," 1"," 30.6012053"
"SCAFFOLD00009.1_322981"," 1"," 32.9558718"
"SCAFFOLD00009.1_527188"," 1"," 33.5441401"
"SCAFFOLD00009.1_725601"," 1"," 34.1324151"
"SCAFFOLD00009.1_725587"," 1"," 34.7206857"
"SCAFFOLD00009.1_2479779"," 1"," 36.4861062"
"SCAFFOLD00009.1_2207345"," 1"," 38.2515266"
"SCAFFOLD00009.1_2208281"," 1"," 38.8397972"
"SCAFFOLD00127_197445"," 1"," 39.4280700"
"SCAFFOLD00009.2_1321354"," 1"," 40.6047340"
