marker,consensus,X1,X2,X3,X4,X5,X6,LG
scf105g,2.39,NA,NA,NA,NA,NA,0,4
scaffold_42523_2226,3.33,NA,1.99,19.71,NA,NA,NA,4
scaffold_5615_8728,3.33,NA,1.99,NA,NA,NA,NA,4
scaffold_5120_1454,3.33,NA,1.99,20.9,8.31,NA,NA,4
scaffold_155464_207,3.33,NA,1.99,NA,6.52,NA,0,4
scaffold_16354_3959,3.33,NA,1.99,NA,6.52,NA,NA,4
scaffold_31187_2503,3.33,NA,1.99,19.71,NA,NA,NA,4
scaffold_4404_8428,3.33,NA,NA,19.71,6.52,NA,NA,4
scaffold_4404_8433,3.33,NA,NA,19.71,6.52,NA,NA,4
scaffold_2971_4707,3.33,NA,NA,20.9,NA,0,NA,4
scaffold_2971_4637,3.33,NA,NA,20.9,NA,0,NA,4
scaffold_2971_4766,4.18,NA,2.84,NA,NA,NA,NA,4
scaffold_49749_788,4.18,NA,2.84,20.9,NA,NA,NA,4
scaffold_15375_4951,4.18,NA,2.84,20.9,8.31,0,NA,4
vm83024,4.18,NA,NA,NA,8.31,NA,NA,4
scaffold_23835_1563,4.18,NA,NA,NA,NA,0,4.49,4
scaffold_2053_2139,4.61,NA,2.84,NA,NA,NA,4.49,4
scaffold_10081_5658,6.31,NA,4.54,NA,NA,NA,NA,4
scaffold_8435_1079,7.16,8.31,NA,NA,NA,NA,NA,4
scaffold_17095_1878,7.16,8.31,NA,27.47,11.29,NA,NA,4
scaffold_20563_1957,7.16,8.31,NA,27.47,NA,0,NA,4
scaffold_68346_1623,7.16,8.31,NA,NA,NA,NA,NA,4
scaffold_8435_1097,7.16,8.31,NA,NA,NA,NA,NA,4
SCF9157,7.16,8.31,NA,26.88,11.29,NA,NA,4
scaffold_421_12123,7.16,NA,5.39,26.88,NA,NA,NA,4
scaffold_421_12125,7.16,NA,5.39,26.88,NA,NA,NA,4
scaffold_421_12126,7.16,NA,5.39,26.88,NA,NA,NA,4
scaffold_6130_7167,7.16,NA,5.39,NA,NA,NA,NA,4
scaffold_421_12120,7.16,NA,NA,26.88,NA,NA,NA,4
SCF162175,7.16,NA,NA,NA,8.31,NA,7.48,4
scaffold_14868_593,7.75,NA,NA,27.47,NA,NA,NA,4
scaffold_14113_5197,10.23,NA,5.39,31.05,NA,9.04,NA,4
scaffold_21976_1734,10.23,NA,5.39,31.05,NA,9.04,NA,4
scaffold_42755_973,10.23,NA,5.39,31.05,16.05,9.04,7.48,4
scaffold_54129_1190,10.23,NA,5.39,31.05,16.05,9.04,7.48,4
scaffold_69570_1175,10.23,NA,NA,NA,15.45,NA,NA,4
scaffold_8435_1114,10.82,8.31,NA,NA,NA,NA,8.97,4
scaffold_68346_1733,10.82,8.31,NA,NA,NA,NA,8.97,4
scaffold_68346_1752,10.82,8.31,NA,NA,NA,NA,8.97,4
scaffold_68346_1780,10.82,8.31,NA,NA,NA,NA,8.97,4
scaffold_68346_1806,10.82,8.31,NA,NA,NA,NA,8.97,4
scaffold_68201_613,10.82,NA,5.39,NA,11.29,NA,8.97,4
scf1172,10.82,NA,NA,31.05,16.64,NA,NA,4
scaffold_106626_368,10.82,NA,NA,31.05,16.64,12.02,NA,4
scaffold_106626_377,10.82,NA,NA,31.05,16.64,12.02,NA,4
scaffold_106626_385,10.82,NA,NA,31.05,16.64,12.02,NA,4
scaffold_28119_1915,10.82,NA,NA,32.84,NA,12.02,NA,4
scaffold_32307_1416,10.82,NA,NA,NA,16.64,NA,8.97,4
scaffold_106626_412,10.82,NA,NA,NA,NA,12.02,NA,4
scaffold_14113_5194,10.82,NA,NA,NA,NA,15.01,7.48,4
scaffold_1224_13094,11.32,NA,NA,NA,15.45,NA,8.97,4
scaffold_42755_943,11.32,NA,NA,NA,15.45,NA,8.97,4
scaffold_49537_1710,12.03,NA,NA,32.84,NA,NA,NA,4
scaffold_9204_4798,12.51,14.31,NA,NA,16.64,NA,NA,4
scaffold_9204_5443,13.16,14.31,NA,NA,NA,NA,8.97,4
scaffold_16749_3112,13.16,14.31,NA,NA,NA,NA,NA,4
scaffold_16749_3127,13.16,14.31,NA,NA,NA,NA,NA,4
scaffold_53486_1411,13.16,14.31,NA,NA,NA,NA,NA,4
scaffold_9204_4845,13.16,14.31,NA,NA,NA,NA,8.97,4
scaffold_138597_332,13.78,15.44,NA,NA,NA,NA,NA,4
scaffold_138597_342,13.78,15.44,NA,NA,NA,NA,NA,4
scaffold_70438_845,13.81,NA,NA,34.62,NA,NA,NA,4
scaffold_70438_852,13.81,NA,NA,34.62,NA,NA,NA,4
scaffold_293_13406,15.6,17.26,18.16,36.41,NA,12.02,NA,4
scaffold_158838_24,15.6,17.4,NA,NA,NA,NA,NA,4
scaffold_158838_36,15.6,17.4,NA,NA,NA,NA,NA,4
scaffold_158838_62,15.6,17.4,NA,NA,NA,NA,NA,4
ct119590,15.6,17.56,NA,36.41,21.42,NA,NA,4
416328_K63,15.6,NA,NA,36.41,21.42,15.01,8.97,4
scaffold_113790_253,15.6,NA,NA,NA,21.42,NA,8.97,4
scaffold_8435_965,15.6,NA,NA,NA,NA,NA,8.97,4
scaffold_16749_3183,15.6,NA,NA,NA,NA,NA,8.97,4
scaffold_1745_10073,15.6,NA,NA,NA,NA,NA,8.97,4
scaffold_175464_217,15.6,NA,NA,NA,NA,NA,8.97,4
scaffold_7142_5762,15.6,NA,NA,NA,NA,NA,8.97,4
scaffold_8435_980,15.6,NA,NA,NA,NA,NA,8.97,4
scaffold_47054_2298,17.25,NA,NA,36.41,NA,19.48,NA,4
scaffold_47054_2317,17.25,NA,NA,36.41,NA,19.48,NA,4
SCF113389,17.98,20.67,18.45,36.41,23.8,NA,NA,4
scaffold_90453_156,17.98,NA,NA,NA,23.8,NA,NA,4
SCF72229,17.98,NA,NA,NA,23.8,NA,NA,4
scaffold_90453_158,17.98,NA,NA,NA,23.8,NA,NA,4
scaffold_405_8462,18.39,20.67,NA,NA,NA,NA,NA,4
scaffold_14223_3778,18.39,20.67,18.45,NA,NA,19.48,8.97,4
scaffold_405_8478,18.39,20.67,NA,NA,NA,NA,NA,4
5ms2b12,18.45,NA,NA,19.71,NA,20.97,11.96,4
scaffold_60960_209,18.45,NA,NA,NA,24.4,NA,8.97,4
scaffold_4553_1673,18.45,NA,NA,NA,24.4,NA,8.97,4
scaffold_27846_3448,18.58,NA,NA,NA,24.4,NA,NA,4
scaffold_25620_2456,19.95,22.64,18.45,NA,NA,NA,NA,4
SCF140628,20.23,NA,NA,39.39,26.18,NA,NA,4
CA855F,20.23,NA,NA,39.39,26.18,NA,NA,4
scaffold_25620_2595,20.36,22.64,19.3,NA,NA,NA,NA,4
scaffold_1374_4261,20.36,NA,19.3,NA,NA,NA,NA,4
SCF46739,20.36,NA,19.3,40.58,26.18,NA,NA,4
scaffold_4761_4837,23.5,NA,19.87,44.16,NA,20.97,NA,4
scaffold_4761_4853,23.5,NA,19.87,44.16,NA,20.97,NA,4
vm52682,23.94,NA,19.87,44.16,29.76,NA,NA,4
scaffold_21084_3315,24.72,NA,20.72,NA,NA,NA,NA,4
scaffold_45151_2781,24.72,NA,20.72,NA,NA,NA,NA,4
scaffold_311_12011,25,28.63,21,44.16,29.76,NA,NA,4
scaffold_13096_1145,25,NA,20.72,NA,29.76,NA,14.95,4
scaffold_5952_4592,25,NA,20.72,46.54,NA,22.47,NA,4
scaffold_13096_1158,25,NA,20.72,NA,29.76,NA,14.95,4
scaffold_20204_2267,25,NA,20.72,NA,29.76,NA,14.95,4
scaffold_8860_2059,25,NA,21,NA,NA,NA,NA,4
scaffold_95115_668,25,NA,21,NA,NA,NA,NA,4
scaffold_44149_1218,25,NA,29.53,44.16,NA,NA,NA,4
scaffold_2126_10218,25,NA,NA,46.54,NA,22.47,NA,4
scaffold_100190_244,25,NA,NA,46.54,29.76,NA,NA,4
scaffold_21084_3281,25,NA,NA,NA,29.76,NA,14.95,4
scaffold_2126_10174,25,NA,NA,NA,29.76,NA,14.95,4
scaffold_100190_220,25,NA,NA,NA,29.76,NA,NA,4
scaffold_95115_667,25.55,29.18,NA,NA,29.76,NA,14.95,4
scaffold_97922_630,25.55,NA,NA,NA,NA,23.96,14.95,4
scaffold_590_1189,26.49,29.18,22.99,NA,NA,NA,16.44,4
scaffold_90626_366,26.49,29.18,22.99,NA,NA,NA,NA,4
scaffold_100190_229,26.49,29.18,NA,46.54,NA,23.96,NA,4
scaffold_90626_263,26.49,29.18,22.99,NA,NA,NA,NA,4
scaffold_90626_419,26.49,29.18,22.99,NA,NA,NA,16.44,4
scaffold_90626_783,26.49,29.18,22.99,NA,NA,NA,NA,4
scaffold_90626_797,26.49,29.18,22.99,NA,NA,NA,NA,4
scaffold_14937_1897,26.49,NA,22.99,NA,NA,NA,NA,4
scaffold_143372_297,26.49,NA,22.99,NA,NA,NA,NA,4
scaffold_590_1198,26.49,NA,22.99,NA,NA,NA,NA,4
scaffold_90626_453,26.49,NA,22.99,NA,NA,NA,NA,4
scaffold_4724_2880,26.77,29.46,NA,46.54,NA,23.96,NA,4
scaffold_93693_309,26.77,29.46,NA,NA,NA,NA,NA,4
scaffold_97922_695,26.77,29.46,NA,46.54,NA,23.96,NA,4
scaffold_8860_2075,26.77,NA,NA,46.54,NA,23.96,NA,4
SCF6530,26.79,NA,NA,48.33,31.55,NA,NA,4
scaffold_32238_721,26.79,NA,NA,NA,31.55,NA,16.44,4
scaffold_14937_1946,26.79,NA,NA,NA,31.55,NA,16.44,4
scaffold_90626_420,26.79,NA,NA,NA,31.55,NA,NA,4
scaffold_16032_5807,27.06,29.75,25.27,50.71,NA,23.96,NA,4
scaffold_16540_5236,27.06,29.75,25.27,50.71,NA,23.96,NA,4
scaffold_16540_5244,27.06,29.75,25.27,50.71,NA,23.96,NA,4
scaffold_23760_3475,27.34,30.03,25.27,50.71,NA,23.96,NA,4
scaffold_47518_2554,27.34,NA,NA,NA,NA,23.96,NA,4
scaffold_45191_576,28.13,30.03,25.27,50.71,33.92,NA,NA,4
scaffold_90402_451,28.13,NA,NA,NA,33.92,NA,NA,4
scaffold_80493_282,28.18,NA,27.54,NA,NA,NA,NA,4
scaffold_3474_6975,28.7,NA,27.54,51.9,NA,23.96,NA,4
scaffold_90402_452,29.33,33.45,NA,NA,33.92,NA,NA,4
scaffold_25483_2965,29.33,33.45,27.54,NA,35.12,NA,19.43,4
scaffold_25483_644,29.33,33.45,NA,51.9,NA,25.45,17.93,4
scaffold_9712_1323,29.33,33.45,NA,NA,NA,NA,NA,4
scaffold_9712_1352,29.33,33.45,NA,NA,NA,NA,NA,4
scaffold_81503_1092,29.33,34.01,NA,51.9,35.12,NA,NA,4
scaffold_195_14754,29.33,NA,NA,51.9,35.12,25.45,NA,4
SCF124075,29.33,NA,NA,51.9,35.12,NA,NA,4
scaffold_24035_2128,29.33,NA,NA,52.49,35.12,25.45,16.44,4
scaffold_1599_6682,29.33,NA,NA,NA,33.92,NA,19.43,4
scaffold_13076_780,29.33,NA,NA,NA,35.12,NA,19.43,4
scaffold_20038_5099,29.33,NA,NA,NA,NA,25.45,19.43,4
scaffold_37794_2052,29.33,NA,NA,NA,NA,25.45,NA,4
scaffold_195_14929,29.89,34.01,NA,NA,NA,NA,19.43,4
scaffold_113453_514,29.89,34.01,NA,NA,NA,NA,NA,4
scaffold_113453_577,29.89,34.01,NA,53.09,NA,25.45,NA,4
scaffold_113550_188,29.89,34.01,NA,53.09,NA,25.45,NA,4
scaffold_116983_232,29.89,34.01,NA,53.09,35.71,25.45,16.44,4
scaffold_131343_240,29.89,34.01,NA,53.09,35.71,NA,NA,4
scaffold_169448_97,29.89,34.01,NA,NA,35.71,NA,NA,4
scaffold_170656_108,29.89,34.01,NA,53.09,NA,25.45,NA,4
scaffold_18008_3339,29.89,34.01,NA,53.09,NA,25.45,NA,4
scaffold_18008_673,29.89,34.01,NA,53.09,35.71,NA,NA,4
scaffold_222939_110,29.89,34.01,NA,53.09,NA,25.45,NA,4
scaffold_2295_2038,29.89,34.01,NA,53.09,NA,25.45,NA,4
scaffold_2436_5595,29.89,34.01,NA,52.49,NA,25.45,NA,4
scaffold_55482_425,29.89,34.01,NA,53.09,NA,25.45,NA,4
scaffold_59299_131,29.89,34.01,NA,53.09,35.71,NA,NA,4
scf6955c,29.89,34.01,NA,53.09,35.71,NA,NA,4
scaffold_41942_2055,29.89,NA,NA,53.09,NA,NA,NA,4
vm52204,29.89,NA,NA,53.09,NA,NA,NA,4
scaffold_41942_2053,29.89,NA,NA,NA,35.71,NA,19.43,4
scaffold_2159_1339,29.89,NA,NA,NA,35.71,NA,19.43,4
scaffold_65798_429,29.89,NA,NA,NA,35.71,NA,19.43,4
scaffold_18008_3233,29.89,NA,NA,NA,35.71,NA,19.43,4
scaffold_18851_2161,29.89,NA,NA,NA,35.71,NA,19.43,4
scaffold_116983_281,29.89,NA,NA,NA,35.71,NA,19.43,4
scaffold_18755_3744,29.89,NA,NA,NA,NA,NA,19.43,4
scaffold_18755_3774,29.89,NA,NA,NA,NA,NA,19.43,4
scaffold_55482_414,29.89,NA,NA,NA,NA,NA,19.43,4
scaffold_60471_1576,29.89,NA,NA,NA,NA,NA,19.43,4
scaffold_9605_3252,29.89,NA,NA,NA,NA,NA,19.43,4
scaffold_62076_862,30.17,NA,29.53,NA,NA,NA,NA,4
scaffold_45782_2291,31.3,NA,30.66,NA,NA,NA,NA,4
scaffold_39165_111,31.31,35.43,NA,NA,NA,NA,NA,4
scaffold_85652_525,31.31,35.43,NA,NA,NA,NA,NA,4
SCF28100,32.32,35.43,32.08,56.07,36.9,NA,NA,4
scaffold_18755_3637,32.32,35.43,NA,56.07,NA,28.44,NA,4
scaffold_24341,32.32,NA,NA,56.07,36.9,NA,NA,4
305731_K63,32.32,NA,NA,56.66,NA,28.44,19.43,4
scaffold_4308_7311,32.32,NA,NA,NA,36.9,NA,NA,4
scaffold_48281_2402,32.32,NA,NA,NA,36.9,NA,NA,4
scaffold_48281_2501,32.32,NA,NA,NA,36.9,NA,NA,4
scaffold_48281_2513,32.32,NA,NA,NA,36.9,NA,NA,4
scaffold_38771_2073,32.32,NA,NA,NA,NA,NA,20.92,4
scaffold_31590_2799,32.72,NA,32.08,NA,NA,NA,NA,4
scaffold_23637_4496,32.88,NA,NA,56.66,NA,28.44,NA,4
scaffold_120214,32.91,NA,NA,56.66,36.9,NA,NA,4
scaffold_52689_990,33.26,NA,NA,56.66,NA,NA,NA,4
scaffold_48281_2414,33.3,37.7,NA,NA,NA,NA,NA,4
scaffold_82274_764,33.58,37.7,NA,56.66,NA,NA,NA,4
scaffold_24358_3619,33.58,37.7,32.94,NA,NA,NA,22.41,4
scaffold_80923_1125,33.58,37.7,32.94,NA,36.9,NA,NA,4
scaffold_34688_1347,33.58,37.98,NA,NA,36.9,NA,22.41,4
scaffold_59657_1014,33.58,37.98,32.94,NA,NA,NA,22.41,4
scaffold_34688_1306,33.58,37.98,NA,NA,36.9,NA,22.41,4
scaffold_80923_1123,33.58,37.98,NA,56.66,NA,32.93,NA,4
scaffold_1430_7505,33.58,NA,NA,NA,36.9,NA,22.41,4
scaffold_10827_3635,33.58,NA,NA,NA,36.9,NA,22.41,4
scaffold_1294_2260,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_1294_2276,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_1294_2277,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_1294_2285,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_1300_4066,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_30462_3299,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_33303_1078,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_33303_1080,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_33303_2554,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_33303_2712,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_36250_2078,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_59657_981,33.58,NA,NA,NA,NA,NA,22.41,4
scaffold_6270_6464,33.86,38.26,NA,56.66,NA,32.93,NA,4
scaffold_57296_2225,33.86,38.26,NA,NA,38.09,NA,NA,4
scaffold_191_17358,33.86,38.26,NA,NA,NA,NA,NA,4
scaffold_57296_2125,33.86,38.26,NA,NA,38.09,NA,NA,4
scaffold_58550_910,33.86,38.26,NA,NA,38.09,NA,22.41,4
scaffold_6270_6500,33.86,38.26,NA,56.66,NA,32.93,NA,4
scaffold_26143_262,33.86,NA,32.94,57.26,38.09,37.42,22.41,4
scaffold_15914_3804,33.86,NA,NA,56.66,NA,37.42,NA,4
scaffold_63608_809,34.72,39.12,NA,NA,NA,NA,NA,4
scaffold_99451_668,34.72,39.12,NA,NA,NA,NA,NA,4
scaffold_9081_1399,34.86,NA,32.94,NA,40.46,NA,NA,4
scaffold_24358_3519,34.86,NA,32.94,NA,NA,NA,NA,4
scaffold_54382_172,34.86,NA,32.94,NA,NA,NA,NA,4
scaffold_58550_1006,34.86,NA,32.94,NA,NA,NA,NA,4
scaffold_26143_204,34.86,NA,NA,57.85,40.46,NA,NA,4
scaffold_26143_193,34.86,NA,NA,57.85,40.46,NA,NA,4
scaffold_26143_211,34.86,NA,NA,57.85,40.46,NA,NA,4
scaffold_9081_1388,35.06,NA,NA,NA,40.46,NA,22.41,4
SCF154541,35.64,NA,NA,59.04,40.46,37.42,22.41,4
scaffold_6878_7959,36.85,39.12,NA,61.43,45.22,40.41,22.41,4
scaffold_30082_1361,36.85,NA,34.93,NA,NA,NA,NA,4
scaffold_1228_3985,36.85,NA,34.93,60.24,NA,37.42,NA,4
scaffold_1228_4011,36.85,NA,34.93,60.24,NA,37.42,NA,4
scaffold_1300_3183,36.85,NA,34.93,NA,42.25,NA,NA,4
scaffold_25210_859,36.85,NA,34.93,NA,42.25,NA,NA,4
scaffold_3760_922,36.85,NA,34.93,60.83,NA,37.42,NA,4
scaffold_64658_1073,36.85,NA,34.93,60.24,NA,NA,NA,4
scaffold_68686_1244,36.85,NA,34.93,60.24,NA,37.42,NA,4
scaffold_68686_1291,36.85,NA,34.93,60.24,NA,37.42,NA,4
scaffold_68686_1292,36.85,NA,34.93,60.24,NA,37.42,NA,4
scaffold_42834_865,36.85,NA,NA,60.24,NA,NA,NA,4
scaffold_42834_867,36.85,NA,NA,60.24,NA,NA,NA,4
scaffold_18247_5405,36.85,NA,NA,NA,42.25,NA,NA,4
scaffold_30462_3194,37.98,NA,36.06,NA,NA,46.41,NA,4
scaffold_11914_4853,38.83,NA,36.91,NA,NA,NA,NA,4
scaffold_51514_2267,38.83,NA,36.91,61.43,NA,46.41,NA,4
SCF38553,39.4,NA,37.48,61.43,NA,NA,NA,4
scaffold_7544_7265,40.25,NA,38.33,NA,45.22,NA,22.41,4
scaffold_69505_1274,41.39,NA,39.47,61.43,45.22,46.41,25.4,4
scaffold_3706_3322,41.39,NA,NA,61.43,NA,46.41,NA,4
scaffold_3706_3323,41.39,NA,NA,61.43,NA,46.41,NA,4
SCF15845,41.47,46.85,40.32,61.43,45.22,46.41,25.4,4
scaffold_23531_3468,43.24,NA,NA,NA,NA,NA,25.4,4
scaffold_55661_317,43.24,NA,NA,NA,NA,NA,25.4,4
scaffold_55661_329,43.24,NA,NA,NA,NA,NA,25.4,4
scaffold_55661_368,43.24,NA,NA,NA,NA,NA,25.4,4
scaffold_55661_419,43.24,NA,NA,NA,NA,NA,25.4,4
scaffold_55661_429,43.24,NA,NA,NA,NA,NA,25.4,4
scaffold_65387_812,43.86,NA,NA,65.6,47.61,46.41,28.39,4
scaffold_65387_813,43.86,NA,NA,65.6,47.61,46.41,28.39,4
scaffold_37097_3046,43.86,NA,NA,NA,47.61,NA,NA,4
scaffold_6531_346,44.73,NA,NA,69.18,NA,NA,NA,4
scaffold_12301_5325,45.31,NA,42.03,NA,NA,NA,NA,4
scaffold_22674_919,45.88,52.27,42.03,69.18,NA,46.41,28.39,4
SCF194552,45.88,52.27,42.6,69.18,47.61,50.9,NA,4
scaffold_50216_824,45.88,52.27,NA,69.18,NA,50.9,NA,4
scaffold_55661_422,45.88,52.27,NA,69.18,NA,50.9,NA,4
scaffold_558_1398,45.88,NA,42.6,69.18,47.61,50.9,28.39,4
scaffold_43310_811,45.88,NA,42.6,NA,NA,NA,NA,4
scaffold_49282_741,46.45,52.27,43.17,NA,NA,NA,NA,4
scaffold_22849_2855,46.45,52.27,43.17,69.18,NA,50.9,NA,4
scaffold_22807_3751,46.45,52.27,NA,NA,51.78,NA,NA,4
scaffold_22657_800,46.45,NA,NA,NA,51.78,NA,25.4,4
scaffold_83153_778,46.74,NA,43.46,NA,NA,NA,NA,4
scaffold_41385_1874,46.74,NA,43.46,NA,51.78,NA,26.9,4
scaffold_8390_6599,46.74,NA,43.46,72.16,NA,NA,NA,4
scaffold_4752_1024,46.85,NA,NA,72.16,NA,50.9,28.39,4
scaffold_51054_1974,46.85,NA,NA,72.16,NA,50.9,NA,4
scaffold_23531_2867,46.85,NA,NA,NA,NA,50.9,NA,4
scaffold_23531_2897,46.85,NA,NA,NA,NA,50.9,NA,4
scaffold_46948_2420,46.85,NA,NA,NA,NA,NA,28.39,4
scaffold_46948_2472,46.85,NA,NA,NA,NA,NA,28.39,4
scaffold_46948_2486,46.85,NA,NA,NA,NA,NA,28.39,4
scaffold_7174_2893,46.85,NA,NA,NA,NA,NA,28.39,4
scaffold_42437_2720,48.03,NA,NA,NA,51.78,NA,NA,4
scaffold_20122_2272,48.03,NA,NA,NA,51.78,NA,NA,4
scaffold_42437_2734,48.03,NA,NA,NA,51.78,NA,NA,4
scaffold_1015_13487,48.03,NA,NA,NA,51.78,NA,28.39,4
scaffold_1015_8686,49.28,NA,NA,74.59,NA,50.9,NA,4
scaffold_6529_1808,50.14,57.97,NA,NA,51.78,NA,28.39,4
scaffold_60004_1026,50.14,57.97,46.86,74.59,NA,NA,NA,4
scaffold_37520_101,50.14,57.97,46.86,NA,NA,NA,NA,4
scaffold_60004_1142,50.14,57.97,46.86,74.59,52.37,NA,NA,4
scaffold_7174_2882,50.14,57.97,NA,NA,NA,NA,28.39,4
scaffold_953_14029,50.14,NA,46.86,NA,NA,NA,28.39,4
scaffold_36277_2655,50.14,NA,46.86,NA,NA,NA,NA,4
scaffold_31313_1900,55.85,NA,52.57,NA,NA,NA,NA,4
scaffold_2746_7470,55.85,NA,52.57,NA,NA,NA,NA,4
scaffold_17932_2821,55.85,NA,52.57,NA,NA,NA,NA,4
scaffold_31313_1886,56.42,63.68,52.57,81.73,60.17,NA,NA,4
scaffold_17932_2804,56.42,NA,NA,NA,60.17,NA,NA,4
SCF16359,56.42,NA,NA,NA,60.17,NA,NA,4
scaffold_7894_1547,56.9,63.68,53.7,81.73,60.17,59.95,NA,4
SCF96539,56.9,NA,NA,81.73,NA,NA,NA,4
scaffold_61487_1055,58.69,66.52,54.84,NA,NA,NA,NA,4
scaffold_61487_1057,58.69,66.52,54.84,NA,NA,NA,NA,4
scaffold_61487_1084,58.69,66.52,54.84,NA,NA,NA,NA,4
scaffold_61487_1101,58.69,NA,54.27,83.52,63.15,NA,NA,4
scaffold_43230_2294,58.69,NA,54.84,NA,NA,NA,40.56,4
scaffold_43230_2307,58.69,NA,54.84,NA,NA,NA,40.56,4
scaffold_43230_2312,58.69,NA,54.84,NA,NA,NA,40.56,4
scaffold_5443_4548,58.69,NA,54.84,83.52,NA,59.95,NA,4
scaffold_5443_4559,58.69,NA,54.84,83.52,NA,59.95,NA,4
SCF100820,59.88,NA,NA,83.52,63.15,NA,NA,4
NA1713,59.88,NA,NA,83.52,63.15,NA,NA,4
scaffold_12816_2498,62.26,71.65,NA,83.52,64.93,59.95,NA,4
SCF79014,62.26,NA,NA,83.52,64.93,59.95,NA,4
scf24k,62.26,NA,NA,85.9,64.93,59.95,40.56,4
SCF204979,62.26,NA,NA,86.49,64.93,NA,NA,4
scaffold_51535,62.26,NA,NA,87.69,64.93,NA,NA,4
scaffold_3314,62.26,NA,NA,87.69,64.93,NA,NA,4
scaffold_5180,62.26,NA,NA,88.28,64.93,NA,NA,4
SCF101064,62.31,NA,NA,NA,NA,NA,40.56,4
scaffold_14096_210,63.82,71.65,NA,NA,NA,NA,40.56,4
scaffold_45116_2562,64.87,71.65,63.78,88.28,NA,NA,NA,4
scaffold_23446_3911,64.87,71.65,63.78,88.28,NA,NA,NA,4
scaffold_23446_3933,64.87,71.65,63.78,88.28,NA,NA,NA,4
scaffold_824_4565,65.81,73.64,NA,88.28,NA,NA,NA,4
scaffold_70138_1297,65.83,73.64,NA,91.26,67.31,NA,NA,4
scaffold_14433_4162,65.83,NA,NA,93.15,67.31,NA,NA,4
scaffold_14433_4163,65.83,NA,NA,93.15,67.31,NA,NA,4
scaffold_26277_821,65.83,NA,NA,93.15,67.31,NA,NA,4
scaffold_14433_4250,65.83,NA,NA,93.33,67.31,NA,NA,4
scaffold_88972_309,68.81,73.64,65.73,95.6,70.29,NA,NA,4
scaffold_4386_589,68.81,73.64,65.73,NA,NA,NA,NA,4
scaffold_26277_1001,68.81,NA,NA,95.6,70.29,NA,NA,4
scaffold_70138_1273,68.89,NA,65.73,NA,NA,NA,NA,4
scaffold_3197_1821,68.89,NA,65.73,NA,NA,NA,NA,4
scaffold_3197_1888,68.89,NA,65.73,NA,NA,NA,NA,4
scaffold_4386_6805,68.89,NA,65.73,NA,NA,NA,46.56,4
scaffold_3122_7154,69.82,74.27,NA,NA,NA,NA,NA,4
scaffold_14958_5099,69.82,74.27,NA,NA,NA,NA,55.61,4
scaffold_4550_4483,69.82,74.27,NA,NA,NA,NA,NA,4
contig600,69.82,NA,NA,98.49,70.29,NA,46.56,4
SCF49598,70.59,NA,65.73,98.2,72.07,NA,NA,4
scaffold_51672_24,71.24,74.27,NA,98.85,72.07,77,NA,4
scaffold_115_16042,75.26,NA,72.1,NA,73.26,NA,NA,4
scaffold_9084_2870,75.26,NA,72.1,NA,NA,NA,NA,4
scaffold_126864_232,75.44,NA,72.28,NA,NA,NA,NA,4
scaffold_19131_4160,75.44,NA,72.28,NA,NA,NA,NA,4
SCF108294,77.19,NA,NA,104.8,NA,NA,NA,4
SCF1128,77.19,NA,NA,104.8,73.26,NA,NA,4
SCF46912,77.19,NA,NA,104.8,73.26,NA,NA,4
SCF11084,77.19,NA,NA,NA,73.26,NA,NA,4
scaffold_125144_208,77.19,NA,NA,NA,73.26,NA,NA,4
scaffold_3070_600,77.79,NA,NA,105.4,73.85,NA,NA,4
scaffold_56_5956,78.94,NA,NA,NA,73.85,NA,55.61,4
scaffold_27364_2287,79.02,NA,75.86,NA,NA,NA,NA,4
scaffold_3624_8461,79.02,NA,75.86,NA,NA,NA,NA,4
scaffold_2982_7405,79.02,NA,75.86,NA,73.85,NA,55.61,4
scaffold_40998_2762,79.02,NA,75.86,NA,NA,NA,NA,4
scaffold_54067_2072,79.24,NA,NA,105.99,NA,77,NA,4
scaffold_54067_2091,79.24,NA,NA,105.99,NA,77,NA,4
scaffold_54067_2092,79.24,NA,NA,105.99,NA,77,NA,4
scaffold_18466_3376,79.24,NA,NA,NA,NA,77,NA,4
scaffold_67901_1555,79.24,NA,NA,NA,NA,77,NA,4
scaffold_179775_160,79.31,NA,NA,105.99,75.64,77,NA,4
scaffold_12481_3093,80.73,85.18,77.57,108.64,75.64,77,55.61,4
scaffold_14475_4972,80.73,85.18,77.57,NA,NA,78.49,NA,4
scaffold_13251_5107,80.73,85.18,77.57,NA,NA,NA,55.61,4
scaffold_39345_1063,80.73,NA,80.13,108.48,NA,78.49,NA,4
scaffold_39345_990,80.73,NA,80.13,108.48,NA,78.49,NA,4
scaffold_17876_1908,80.73,NA,NA,108.48,NA,78.49,NA,4
