marker,consensus,LG
scaffold_8610_6211,26.29191829,10
scaffold_8610_6310,26.29191829,10
scaffold_103107_262,31.64970604,10
scaffold_46112_2395,34.6259013,10
scaffold_3812_6378,35.22116751,10
scaffold_3812_6384,35.22116751,10
scaffold_57070_1345,39.99628968,10
82171_K70,43.57381078,10
scaffold_5595_5982,43.57381078,10
scaffold_13562_2793,43.57381078,10
SCF21119,44.16907699,10
scaffold_47624_1052,44.16907699,10
1trimcontig436904,45.95263829,10
scf9025,47.14333951,10
scaffold_46451_1146,47.14333951,10
scaffold_85748_479,47.14333951,10
KAN-11440_291,47.14333951,10
scaffold_158866_55,48.92981361,10
scaffold_3243_9609,50.71628771,10
scaffold_42742_163,55.48247474,10
scaffold_19176_176,61.43352301,10
scaffold_55109_963,65.56213234,10
scaffold_55109_918,65.56213234,10
scf5304,73.31126168,10
scaffold_72821_1430,78.0876426,10
scf10688,78.0876426,10
SCF85773,78.0876426,10
scf142e,78.0876426,10
scaffold_13275,78.0876426,10
scaffold_267_5809,78.68290882,10
scaffold_10155_3218,78.68290882,10
scaffold_41055_2500,84.54103539,10
scaffold_28523_940,86.10885961,10
ct89711,93.88313794,10
scaffold_8265_2161,93.88313794,10
313711_K70,93.88313794,10
SCF157992,93.88313794,10
scaffold_44_6824,101.0392023,10
scaffold_44_6839,101.0392023,10
SCF162565,107.0199445,10
1trimcontig443603,107.0199445,10
NA172,108.2106457,10
scaffold_3287_3468,109.4013469,10
scaffold_2692_1979,109.4013469,10
scaffold_13541_2650,109.4013469,10
SCF58861,111.7841014,10
SCF27510,111.7841014,10
SCF56561,0,11
418294_K63,0,11
scaffold_4605_6097,0,11
scaffold_2079_1738,1.190701225,11
scaffold_68330_223,2.381402449,11
1trimcontig176303,2.381402449,11
SCF26697,2.381402449,11
scaffold_66266_726,4.764156945,11
2ms4d10b,4.764156945,11
ct119523,4.764156945,11
GVC-V24d10b_202,4.764156945,11
scaffold_13942_3967,12.561666,11
SCF83036,17.32467858,11
scaffold_217165_17,17.32467858,11
scaffold_9495_6618,19.70730566,11
scaffold_4404_8428,19.70730566,11
scaffold_4404_8433,19.70730566,11
scaffold_15375_4951,20.89800689,11
scaffold_5120_1454,20.89800689,11
SCF9157,26.87874912,11
scaffold_17095_1878,27.47401533,11
scf1172,31.05153642,11
scaffold_42755_973,31.05153642,11
scaffold_106626_368,31.05153642,11
scaffold_54129_1190,31.05153642,11
scaffold_106626_377,31.05153642,11
scaffold_106626_385,31.05153642,11
SCF113389,36.41049842,11
ct119590,36.41049842,11
416328_K63,36.41049842,11
SCF140628,39.39021135,11
CA855F,39.39021135,11
SCF46739,40.58091258,11
scaffold_311_12011,44.15843367,11
vm52682,44.15843367,11
scaffold_100190_244,46.54118817,11
SCF6530,48.32567385,11
scaffold_45191_576,50.70751818,11
scaffold_195_14754,51.8982194,11
SCF124075,51.8982194,11
scaffold_81503_1092,51.8982194,11
scaffold_24035_2128,52.49348562,11
scaffold_131343_240,53.08875184,11
scaffold_116983_232,53.08875184,11
scaffold_18008_673,53.08875184,11
scf6955c,53.08875184,11
scaffold_59299_131,53.08875184,11
scaffold_24341,56.06846477,11
SCF28100,56.06846477,11
scaffold_120214,56.66373098,11
scaffold_26143_262,57.2589972,11
scaffold_26143_204,57.85426342,11
scaffold_26143_193,57.85426342,11
scaffold_26143_211,57.85426342,11
SCF154541,59.04496464,11
SCF15845,61.4261983,11
scaffold_6878_7959,61.4261983,11
scaffold_69505_1274,61.4261983,11
scaffold_65387_812,65.60255018,11
scaffold_65387_813,65.60255018,11
scaffold_558_1398,69.18007127,11
SCF194552,69.18007127,11
scaffold_60004_1142,74.58975697,11
scaffold_7894_1547,81.73052211,11
scaffold_31313_1886,81.73052211,11
scaffold_12816_2498,83.51699621,11
SCF100820,83.51699621,11
NA1713,83.51699621,11
scaffold_61487_1101,83.51699621,11
SCF79014,83.51699621,11
scf24k,85.89971445,11
SCF204979,86.49498067,11
scaffold_51535,87.68568189,11
scaffold_3314,87.68568189,11
scaffold_5180,88.28094811,11
scaffold_70138_1297,91.26050954,11
scaffold_14433_4162,93.15229607,11
scaffold_14433_4163,93.15229607,11
scaffold_26277_821,93.15229607,11
scaffold_14433_4250,93.32716787,11
scaffold_26277_1001,95.60189686,11
scaffold_88972_309,95.60189686,11
SCF49598,98.19900963,11
contig600,98.48591707,11
scaffold_51672_24,98.84790182,11
SCF1128,104.8019658,11
SCF46912,104.8019658,11
scaffold_3070_600,105.3972321,11
scaffold_179775_160,105.9924983,11
scaffold_12481_3093,108.6439191,11
SCF145739,112.1185124,11
SCF53282,112.1185124,11
scf26r,114.5008157,11
SCF51810,115.6915169,11
SCF74895,115.6915169,11
281884_K70,115.6915169,11
scaffold_38990_630,0,12
SCF23210,0,12
SCF46833,0,12
scaffold_41851_2676,0,12
scaffold_48077_1858,0,12
scaffold_48077_1915,0,12
SCF120352,0,12
ct93137,0,12
scaffold_3942_7881,0,12
scaffold_5206_6271,0,12
scaffold_38990_632,0,12
scaffold_5206_6191,1.188452446,12
SCF26014,1.188452446,12
scaffold_5206_6352,1.188452446,12
scaffold_5206_6204,1.188452446,12
scaffold_21682_3511,1.811535308,12
scaffold_1746_942,6.557961477,12
SCF2288,6.557961477,12
scaffold_31237_548,9.537485815,12
scaffold_26452_1178,11.92024031,12
scaffold_26452_1129,11.92024031,12
SCF86438,11.92024031,12
Pr031818817,12.51550653,12
scaffold_8148_3128,12.51550653,12
scaffold_3295_8591,18.46882454,12
scaffold_4289_4255,18.46882454,12
scaffold_4289_4290,19.06409076,12
scaffold_73494_747,19.06409076,12
scaffold_4289_4312,19.06409076,12
scaffold_4289_4324,19.06409076,12
SCF172906,28.65500718,12
scaffold_9993_6382,28.65500718,12
409500_K63,32.8313593,12
scaffold_6640_5635,32.8313593,12
vm25796,32.8313593,12
SCF7569,35.21276175,12
scaffold_17230_1777,37.59551624,12
313928_K70,37.59551624,12
scaffold_21027_3942,38.19078246,12
scaffold_56193_647,38.19078246,12
scaffold_21860_4057,38.19078246,12
scaffold_26590_1213,38.19078246,12
scaffold_30660_2837,38.78604868,12
scaffold_23082_3391,39.38131489,12
scaffold_36125_2140,39.38131489,12
scaffold_2203_11009,39.38131489,12
scaffold_6851_8065,39.38131489,12
scaffold_24575_2358,39.38131489,12
scaffold_36168_1965,39.38131489,12
scaffold_65167_1193,39.38131489,12
vm72062,45.34414111,12
SCF107715,47.13061521,12
71002_K63,47.13061521,12
scaffold_5638_9005,48.91708931,12
SCF82535,48.91708931,12
scaffold_72028_219,50.70305675,12
scaffold_72028_1540,51.29832297,12
scaffold_72028_1545,51.29832297,12
scaffold_21777,51.89358919,12
SCF65999,51.89358919,12
scaffold_6929_8428,51.89358919,12
SCF80520,63.40213214,12
scaffold_9533_833,67.57846485,12
SCF49656,67.57846485,12
scaffold_299_10931,68.17373107,12
scaffold_299_15481,68.17373107,12
scaffold_299_15616,68.17373107,12
SCF174394,71.75125216,12
scaffold_7594_831,74.13400666,12
scaffold_88399_539,74.13400666,12
60699_K70,78.31035877,12
1trimcontig176861,80.09683287,12
scaffold_18211_3771,81.88330697,12
scaffold_18211_3724,81.88330697,12
scaffold_18211_3727,81.88330697,12
scaffold_11771,83.66978107,12
418931_1_K63,83.66978107,12
scaffold_4805_2602,83.66978107,12
scaffold_71386,83.66978107,12
ct145170,91.42955747,12
SCF201915,91.42955747,12
KAN-11049_221,91.42955747,12
scaffold_59245_719,0,1
scaffold_81081_492,0,1
scaffold_205740_92,2.979178921,1
scaffold_58422_187,7.146153485,1
scaffold_58422_200,7.146153485,1
scaffold_31190_1690,7.146153485,1
scaffold_115288_495,7.146153485,1
scaffold_55875_1442,7.741419703,1
scaffold_6810_4781,7.741419703,1
scaffold_6810_4490,7.741419703,1
scaffold_6810_4577,7.741419703,1
scaffold_9033_5259,7.741419703,1
scaffold_6810_7280,7.741419703,1
scaffold_6810_4638,7.741419703,1
scaffold_9033_5327,7.741419703,1
scaffold_13815_1292,12.51780024,1
scaffold_11116_768,12.51780024,1
scaffold_44200_496,13.11306646,1
scaffold_37328_2503,13.11306646,1
scaffold_26851_3914,13.11306646,1
SCF118999,13.11306646,1
scaffold_62603_729,13.11306646,1
scaffold_192897_179,13.11306646,1
scaffold_6901_779,13.70833267,1
SCF22962,13.70833267,1
scaffold_94806_161,13.70833267,1
scaffold_92811_1082,13.70833267,1
scaffold_10329_3466,13.70833267,1
scaffold_17351_2364,13.70833267,1
scaffold_5513_2545,14.30359889,1
scaffold_8881_6460,14.30359889,1
scaffold_90664_651,14.30359889,1
scaffold_5513_2568,14.30359889,1
scaffold_79987_712,16.09007299,1
scaffold_26473_2692,16.68533921,1
scaffold_60209_1652,17.87604043,1
scaffold_2021_8315,17.87604043,1
scaffold_106934_609,17.87604043,1
scaffold_84577_993,17.87604043,1
scaffold_2850_11183,17.87604043,1
scaffold_2563_1334,17.87604043,1
scaffold_48424_1773,17.87604043,1
scaffold_28685_1255,26.82875557,1
scaffold_4040_6982,26.82875557,1
scaffold_4719_7228,29.80818126,1
scaffold_15191_1140,29.80818126,1
scaffold_3828_4011,29.80818126,1
scaffold_109817_651,33.94084095,1
scaffold_36507_2247,33.94084095,1
scaffold_109817_659,33.94084095,1
scaffold_43499_2223,34.57657523,1
scaffold_18824,34.57657523,1
scaffold_20504_3658,37.54360393,1
scaffold_159055_63,37.54360393,1
scaffold_5427_6061,37.54360393,1
scaffold_159055_64,37.54360393,1
scaffold_159055_66,37.54360393,1
scaffold_86009_769,39.32459865,1
scaffold_17674_2355,42.30358354,1
scaffold_23359_736,42.30358354,1
scaffold_17674_2151,42.30358354,1
scaffold_87722_519,42.30358354,1
scaffold_17674_2189,42.30358354,1
scaffold_17674_2195,42.30358354,1
scaffold_87722_526,42.30358354,1
scaffold_25405_879,47.07996446,1
scaffold_25405_895,47.07996446,1
scaffold_4844_3525,47.07996446,1
scaffold_25405_908,47.07996446,1
scaffold_55812_1447,51.25631658,1
scaffold_8_9904,51.25631658,1
scaffold_38000_2149,51.25631658,1
scaffold_2511_7388,51.25631658,1
scaffold_120553_193,51.25631658,1
scaffold_23849_3755,51.25631658,1
scaffold_24926_462,54.83383767,1
scaffold_2119_6852,54.83383767,1
scaffold_13331_170,54.83383767,1
scaffold_34549_2167,61.01297174,1
scaffold_34549_1228,61.01297174,1
scaffold_70204_1236,61.01297174,1
scaffold_5270_4642,61.01297174,1
scaffold_50786_1268,61.29286127,1
scaffold_53970_2131,61.29286127,1
scaffold_59364_401,61.29286127,1
scaffold_119621_277,61.29286127,1
scaffold_26291,63.44353294,1
scaffold_22192_4274,68.21986337,1
scaffold_4184_766,68.21986337,1
scaffold_22192_2071,68.21986337,1
scaffold_9812_7345,68.21986337,1
scaffold_4180_1919,70.60261786,1
scaffold_4180_1926,70.60261786,1
scaffold_4476_2515,75.37899878,1
scaffold_3121_10812,75.37899878,1
vm23232,75.37899878,1
scaffold_20176_973,75.37899878,1
scaffold_10376_3074,77.76145247,1
scaffold_83550_1274,77.76145247,1
scaffold_9212_6745,77.76145247,1
scaffold_119452_364,77.76145247,1
scaffold_105165_459,79.54708172,1
scaffold_25202_2559,79.54708172,1
scaffold_105165_461,79.54708172,1
scaffold_105165_468,79.54708172,1
scaffold_36351_426,80.14234793,1
scaffold_55945_713,80.14234793,1
scaffold_10652_604,80.14234793,1
scaffold_13468_4506,80.73761415,1
scaffold_81716_1234,86.09773142,1
scaffold_357_3567,86.09773142,1
1trimcontig182430,86.09773142,1
scaffold_15803_354,88.48046131,1
scaffold_20280_2588,88.48046131,1
SCF117157,88.48046131,1
scaffold_17261_2727,88.48046131,1
scaffold_20280_2609,88.48046131,1
scaffold_21342_3517,88.48046131,1
scaffold_33830_309,88.48046131,1
scaffold_60018_985,88.48046131,1
scaffold_12760_4346,92.05794199,1
scaffold_85998_175,92.05794199,1
scaffold_85998_177,92.05794199,1
scaffold_40112_1958,95.03615301,1
scaffold_12748_4096,95.03615301,1
scaffold_53004_1821,95.03615301,1
scaffold_12748_4108,95.03615301,1
scaffold_12748_4113,95.03615301,1
scaffold_32660_3157,96.22685424,1
scaffold_29457_199,97.41755546,1
scaffold_1263_678,99.20402956,1
scaffold_12667_2566,99.20402956,1
scaffold_4354_5518,106.9796935,1
SCF68870,106.9796935,1
scaffold_50439_2377,106.9796935,1
scaffold_50439_2380,106.9796935,1
scaffold_50439_2378,106.9796935,1
scaffold_17385_3096,0,2
scaffold_23137_3684,0,2
ct121951,0,2
scaffold_5141_6919,0,2
scaffold_72595_106,1.7864741,2
SCF10785,1.7864741,2
scaffold_1656_11289,6.115261136,2
scaffold_1361_5975,6.115261136,2
scaffold_16849_1739,6.115261136,2
SCF91821,10.23561135,2
scaffold_4773_1848,10.23561135,2
scaffold_42541_1773,15.68376767,2
scaffold_36808_2290,21.70330881,2
scaffold_141394_22,21.70330881,2
scaffold_21895_3426,22.89401003,2
scaffold_18636_1818,22.89401003,2
scaffold_152083_328,22.89401003,2
scaffold_39752_563,22.89401003,2
scaffold_17866_1388,24.68048413,2
scaffold_89815_135,24.68048413,2
scaffold_32595_3575,24.68048413,2
SCF71136,28.25199355,2
scaffold_55266_271,33.62977804,2
scaffold_9484_6064,40.80124541,2
scaffold_36494_3177,40.80124541,2
scaffold_51846_237,40.80124541,2
scaffold_33023_2899,40.80124541,2
scaffold_51846_249,40.80124541,2
scaffold_4616_8471,57.09920997,2
scaffold_41819_1435,57.09920997,2
scaffold_41819_1524,57.09920997,2
314797_K70,57.09920997,2
scaffold_61535_584,57.69447618,2
scaffold_51568_342,57.69447618,2
scaffold_51568_354,57.69447618,2
scaffold_51568_392,57.69447618,2
scaffold_5894_4786,59.48095028,2
scaffold_68225_894,66.0395143,2
scaffold_30007_2579,67.22672327,2
scaffold_12875_5706,68.4172557,2
scaffold_97161_203,68.4172557,2
scaffold_4634_5780,68.4172557,2
scaffold_3008_5821,68.4172557,2
scaffold_180329_187,68.4172557,2
scaffold_152705_225,68.4172557,2
scaffold_4634_5781,68.4172557,2
scaffold_4634_5783,68.4172557,2
scaffold_57591_1931,68.4172557,2
scaffold_7472_6967,68.4172557,2
scaffold_32491_923,68.4172557,2
scaffold_20628_1518,68.4172557,2
scaffold_28279_2688,68.4172557,2
scf4860,68.4172557,2
scaffold_12875_5829,68.4172557,2
scaffold_20628_1519,68.4172557,2
scaffold_20628_1523,68.4172557,2
scaffold_20628_1530,68.4172557,2
scaffold_15552_2650,69.01252192,2
scaffold_151417_342,69.01252192,2
scaffold_5055_8271,69.60778814,2
scaffold_3247_6654,69.60778814,2
scaffold_48160_1165,76.16502201,2
scaffold_15923_5133,76.16502201,2
scaffold_201671_76,79.14398005,2
scaffold_3881_4883,79.14398005,2
scaffold_3881_4866,79.14398005,2
scaffold_3881_4899,79.14398005,2
scaffold_11726_4507,79.73924627,2
scaffold_2031_3077,80.92994749,2
scaffold_53844_1311,80.92994749,2
scaffold_39_14794,80.92994749,2
scaffold_138_10975,82.12064872,2
scaffold_138_11061,82.12064872,2
scaffold_51140_1577,82.12064872,2
scaffold_73898_1500,82.12064872,2
scaffold_21364_1878,82.12064872,2
scaffold_821_11645,86.88632909,2
411348_K63,86.88632909,2
scaffold_3288_5243,86.88632909,2
scaffold_3288_5309,86.88632909,2
scaffold_821_11660,86.88632909,2
SCF105925,88.07703032,2
scaffold_8420_6927,97.01378,2
SCF132922,110.2811261,2
scaffold_18252_478,110.2811261,2
scaffold_138944_296,110.2811261,2
scaffold_7266_1113,110.2811261,2
SCF138992,110.2811261,2
scaffold_51611_1487,110.2811261,2
SCF24087,110.2811261,2
scaffold_9588_2766,0,3
scaffold_2274_1746,0,3
SCF3932,0,3
scaffold_19177_636,0,3
scaffold_4486_2905,6.583291179,3
scaffold_210_510,6.583291179,3
scaffold_158909_167,6.583291179,3
scaffold_13009_2645,7.773992404,3
scaffold_127896_347,7.773992404,3
SCF132532,10.74449479,3
scaffold_48060_1390,10.74449479,3
scaffold_14290_5672,10.74449479,3
scaffold_48060_1269,10.74449479,3
scaffold_14290_5743,10.74449479,3
scaffold_14290_5783,10.74449479,3
scaffold_14290_5693,10.74449479,3
scaffold_14290_5694,10.74449479,3
scaffold_14290_5745,10.74449479,3
scaffold_14290_5786,10.74449479,3
scaffold_14290_5812,10.74449479,3
scaffold_14290_5814,10.74449479,3
scf32j,10.74449479,3
scaffold_26051_2418,16.10393406,3
SCF136317,16.10393406,3
SCF144748,16.10393406,3
SCF132369,16.10393406,3
scaffold_76023_125,16.10393406,3
scaffold_614_11505,16.10393406,3
scaffold_13813_4093,16.10393406,3
ct95842,16.10393406,3
scaffold_9644_6723,16.10393406,3
scaffold_16287_5091,24.49103309,3
scaffold_16287_5120,24.49103309,3
scaffold_37055_181,28.06436948,3
scaffold_444_4221,30.44577193,3
scaffold_36392_710,36.40198214,3
scaffold_79892_1289,36.40198214,3
scaffold_79892_1308,36.40198214,3
scaffold_18170_2804,45.33774393,3
scaffold_151423_24,48.91524416,3
scaffold_2790_299,48.91524416,3
scaffold_42902_2263,48.91524416,3
scaffold_151423_88,48.91524416,3
scaffold_15084_5341,48.91524416,3
scaffold_15084_5307,48.91524416,3
scaffold_15084_5310,48.91524416,3
scaffold_15084_5345,48.91524416,3
scaffold_42902_2269,48.91524416,3
scaffold_127904_81,53.08312071,3
scaffold_2866_7926,53.08312071,3
scaffold_6068_377,53.08312071,3
scaffold_6068_391,53.08312071,3
scaffold_463_14547,59.04339571,3
scaffold_22252_4623,59.04339571,3
scaffold_121346_260,59.04339571,3
scaffold_121346_261,59.04339571,3
scaffold_35599_973,59.04339571,3
scaffold_35599_986,59.04339571,3
scaffold_53060_1132,59.04339571,3
scaffold_56236_2160,59.04339571,3
scaffold_184159_199,63.2126243,3
scaffold_184159_239,63.2126243,3
scaffold_29920_2680,65.59417367,3
scaffold_29920_2707,65.59417367,3
scaffold_713_14100,65.59417367,3
scaffold_21556_1723,69.16153891,3
scaffold_58550_973,69.16153891,3
scaffold_50159_2159,72.73825879,3
scaffold_50159_2160,72.73825879,3
scaffold_50159_2166,72.73825879,3
scaffold_121724_355,75.12101328,3
scaffold_141407_65,75.12101328,3
scaffold_8864_6222,83.47491529,3
scaffold_4849_3923,83.47491529,3
scaffold_65391_498,87.05243639,3
scaffold_4202_3588,87.05243639,3
scaffold_4202_3593,87.05243639,3
scaffold_77666_1380,87.6477026,3
scaffold_21674_1969,87.6477026,3
scaffold_64009_1771,87.6477026,3
scaffold_2030_10553,95.39886585,3
scaffold_20872_3980,95.39886585,3
scaffold_100880_380,95.39886585,3
scaffold_43752_379,95.39886585,3
scaffold_44967_1885,95.39886585,3
scaffold_3471_6487,95.99413207,3
scaffold_24359_4040,95.99413207,3
scaffold_53560_1541,95.99413207,3
scaffold_1371_5874,95.99413207,3
scaffold_2834_906,95.99413207,3
scaffold_17160_3863,100.1617069,3
scaffold_73305_240,100.1617069,3
scaffold_18985_3216,100.1617069,3
scaffold_4489_7698,100.1617069,3
scaffold_25707_2543,100.1617069,3
scaffold_99937_923,100.1617069,3
scaffold_209244_71,100.1617069,3
scaffold_8150_6076,100.1617069,3
SIZ1-2_87b,100.1617069,3
scaffold_28271_2504,100.1617069,3
SCF109660,100.1617069,3
scaffold_71644_1324,100.1617069,3
scaffold_71644_1241,100.1617069,3
SIZ1-2_87c,100.1617069,3
scaffold_1466_13321,100.1617069,3
scaffold_7516_5407,100.1617069,3
scaffold_1466_13480,100.1617069,3
scaffold_46956_2079,100.1617069,3
scaffold_40760_2840,100.1617069,3
scaffold_8150_6099,100.1617069,3
scaffold_20311_4184,103.1356064,3
scaffold_64213_947,103.1356064,3
scaffold_373_8461,103.1356064,3
scaffold_3698_12740,103.1356064,3
scaffold_25489_77,103.1356064,3
scaffold_39375_1970,103.1356064,3
SCF163134,103.1356064,3
scaffold_39375_1975,103.1356064,3
scaffold_39375_2000,103.1356064,3
scaffold_73455_1589,103.1356064,3
scaffold_2173_1650,103.1356064,3
scaffold_45996_633,103.1356064,3
scaffold_55600_2302,103.1356064,3
scaffold_1155_2713,103.1356064,3
scaffold_1155_2720,103.1356064,3
scaffold_50715_2307,103.1356064,3
scaffold_51894_364,103.1356064,3
scaffold_64213_710,103.1356064,3
scaffold_85585_491,103.1356064,3
scaffold_2138_6739,104.9220805,3
scaffold_8031_1503,107.8975652,3
scaffold_35768_2811,107.8975652,3
scaffold_124695_242,107.8975652,3
scaffold_102335_704,107.8975652,3
scaffold_117779_442,107.8975652,3
scaffold_38673_1578,107.8975652,3
scaffold_106340_828,107.8975652,3
scaffold_194_6476,107.8975652,3
scaffold_6205_1276,107.8975652,3
scaffold_6205_1284,107.8975652,3
scaffold_6205_1305,107.8975652,3
scaffold_6205_1310,107.8975652,3
scaffold_6205_1342,107.8975652,3
scaffold_71223_732,107.8975652,3
scaffold_39353_1420,107.8975652,3
scaffold_21180_404,107.8975652,3
scaffold_163059_175,107.8975652,3
scaffold_35768_2824,107.8975652,3
scaffold_35768_2834,107.8975652,3
contig259Fb,107.8975652,3
scaffold_2384_2172,0.595266217,4
scaffold_3096_4391,0.595266217,4
scaffold_9857_2071,0.595266217,4
SCF22434,0.595266217,4
scaffold_20949_637,2.381740317,4
GVC-C722_207,3.572441542,4
scaffold_36026_1634,3.572441542,4
scaffold_15195_272,16.86484908,4
scaffold_15195_299,16.86484908,4
scaffold_60325_513,18.05555031,4
scaffold_53065_1508,18.05555031,4
scaffold_59091_93,18.05555031,4
scaffold_6652_6608,19.8348598,4
314761_K63,19.8348598,4
scaffold_6652_6663,19.8348598,4
scaffold_21885_2681,22.81457274,4
scaffold_8019_6341,24.60104684,4
scaffold_14440_626,24.60104684,4
scaffold_21380_2128,24.60104684,4
scaffold_32004_3608,31.77214906,4
scaffold_8659_3231,31.77214906,4
scaffold_121393_268,31.77214906,4
scaffold_24850_1925,31.77214906,4
scaffold_64776_1140,35.93841647,4
scaffold_64776_966,35.93841647,4
scaffold_56893_1962,37.12911769,4
scaffold_13716_1275,37.12911769,4
ct130570,37.12911769,4
scaffold_33602_383,42.50684318,4
scaffold_42093_407,44.88959767,4
scaffold_99178_612,48.46711876,4
CA325_205,48.46711876,4
scaffold_45738_584,49.06238498,4
scaffold_20649_2179,52.63990607,4
scaffold_10951_6083,52.63990607,4
scaffold_7209_3534,53.83043851,4
scaffold_44516_2479,53.83043851,4
scaffold_7702_6276,53.83043851,4
scaffold_7209_3538,53.83043851,4
ct155461,53.83043851,4
scaffold_44145_2859,57.93026941,4
ct89348,57.93026941,4
scaffold_77675_473,59.92324091,4
scaffold_14228_1001,59.92324091,4
scaffold_12515_669,62.30595614,4
scaffold_33914_306,62.30595614,4
scaffold_118119_189,63.49665737,4
scaffold_59431_392,63.49665737,4
scaffold_5848_6426,63.49665737,4
scaffold_23767_1467,63.49665737,4
scaffold_59431_632,63.49665737,4
scaffold_59431_1011,63.49665737,4
scaffold_59431_1023,63.49665737,4
scaffold_59431_416,63.49665737,4
scaffold_59431_434,63.49665737,4
scaffold_59431_516,63.49665737,4
scaffold_59431_598,63.49665737,4
scaffold_59431_637,63.49665737,4
scaffold_59431_643,63.49665737,4
scaffold_59431_885,63.49665737,4
scaffold_104947_288,65.28262481,4
scaffold_10261_6131,65.28262481,4
scaffold_50678_1265,65.28262481,4
scaffold_117942_599,65.28262481,4
297265_K63,65.28262481,4
scaffold_10520_1898,65.28262481,4
scaffold_42167_2474,65.28262481,4
scaffold_50678_1286,65.28262481,4
scaffold_26229_3473,67.06859225,4
scaffold_84806_119,67.66385847,4
scaffold_12898_2079,67.66385847,4
SCF61078,67.66385847,4
scaffold_16541_4957,68.85455969,4
scaffold_6617_6623,68.85455969,4
scaffold_6617_6395,68.85455969,4
scaffold_16541_2946,68.85455969,4
scaffold_125738_277,68.85455969,4
scaffold_66792_1570,68.85455969,4
scaffold_87539_1023,68.85455969,4
scaffold_6814_6237,69.44982591,4
scaffold_5591_2266,70.04509213,4
scaffold_6492_1901,70.04509213,4
scaffold_24212_1491,72.42784662,4
scaffold_18990_1352,72.42784662,4
scaffold_24230_2764,72.42784662,4
scaffold_1182_9666,72.42784662,4
scaffold_18990_1323,72.42784662,4
scaffold_18990_1386,72.42784662,4
scaffold_65833_1786,73.02311247,4
scaffold_82728_337,85.79375306,4
scaffold_9595_7371,85.79375306,4
scaffold_7669_6864,85.79375306,4
scaffold_102126_82,86.41697355,4
scaffold_59545_1381,86.41697355,4
scaffold_59545_1383,86.41697355,4
scaffold_18171_1688,95.92913253,4
scaffold_22595_200,95.92913253,4
contig704,95.92913253,4
scaffold_5870_3372,95.92913253,4
scaffold_5870_7369,95.92913253,4
scaffold_19406_3253,95.92913253,4
scaffold_5870_3281,96.52439875,4
scaffold_5870_3285,96.52439875,4
scaffold_35493_3144,97.71509998,4
scaffold_35493_3047,97.71509998,4
scaffold_14435_1178,98.31036619,4
scaffold_10622_4570,98.90563241,4
scaffold_10622_4603,98.90563241,4
scaffold_13330_2138,101.2852574,4
VCC_B3,101.2852574,4
scaffold_5421_2388,107.265999,4
scaffold_5421_2473,107.265999,4
scaffold_29231_3083,112.6437835,4
vm13780,112.6437835,4
scaffold_29231_3092,112.6437835,4
scaffold_56127_856,112.6437835,4
scaffold_56127_912,112.6437835,4
scaffold_19199_680,0,5
scaffold_19405_3231,0,5
scaffold_42968_1791,0,5
scaffold_42968_1827,0,5
scaffold_47787_264,27.48580854,5
scaffold_17716_3824,28.08107476,5
scaffold_45382_2723,28.08107476,5
scaffold_33601_2175,28.08107476,5
scaffold_9832_4414,29.27177598,5
scaffold_20175_2729,29.27177598,5
scaffold_20582_2639,36.41586131,5
scaffold_108914_165,36.41586131,5
SCF97378,36.41586131,5
scaffold_98542_146,42.38361483,5
scaffold_98542_644,42.38361483,5
scaffold_18127_3633,43.57431606,5
scaffold_71631_1225,43.57431606,5
scaffold_75759_112,43.57431606,5
scaffold_18076_2607,43.57431606,5
scaffold_3215_3187,43.57431606,5
scaffold_29987_810,48.34238374,5
scaffold_36567_464,48.34238374,5
scaffold_6777_7504,53.70943631,5
scaffold_20881_627,53.70943631,5
scaffold_2769_3286,55.49540375,5
scaffold_2504_10828,55.49540375,5
scaffold_2504_10870,55.49540375,5
scaffold_11523_4161,55.49540375,5
scaffold_19370_1208,55.49540375,5
scaffold_19438_3420,55.49540375,5
scaffold_31058_285,55.49540375,5
scaffold_31431_336,55.49540375,5
scaffold_77773_977,56.09066997,5
scaffold_121945_282,56.09066997,5
scaffold_30368_1149,56.09066997,5
scaffold_169623_231,56.09066997,5
scaffold_741_6193,56.09066997,5
scaffold_741_6203,56.09066997,5
scaffold_77773_1046,56.09066997,5
scaffold_741_6217,56.09066997,5
scaffold_94452_814,56.09066997,5
scaffold_89362_311,57.27885842,5
scaffold_22181_3176,59.66161292,5
scaffold_78553_833,59.66161292,5
scaffold_22181_3189,59.66161292,5
scaffold_22181_3210,59.66161292,5
scaffold_56821_2221,59.66161292,5
scaffold_92037_944,60.85231414,5
scaffold_6908_663,60.85231414,5
scaffold_5256_1663,60.85231414,5
scaffold_9256_1258,66.82868467,5
scaffold_81407_1162,66.82868467,5
scaffold_21658_557,68.61515877,5
scaffold_35159_2482,68.61515877,5
scaffold_2669_5952,72.19249841,5
SCF9068,72.19249841,5
scaffold_128490_343,72.19249841,5
scaffold_14525_5928,73.38303085,5
scaffold_12686_4233,73.38303085,5
scaffold_8096_5085,73.38303085,5
scaffold_25855_3062,75.76578534,5
scaffold_41370_1353,85.32443099,5
scaffold_19385_4788,85.91969721,5
scaffold_78373_134,85.91969721,5
scaffold_5364_6647,86.51496343,5
vm07778,87.11022964,5
scaffold_14000_1791,87.11022964,5
scaffold_16286_2573,90.08931166,5
scaffold_12152_1383,90.08931166,5
scaffold_55523_655,92.47206615,5
