id,trait,model,chr,position,mean_marker_variance,population,method,study,interval_left,interval_right,count,model_count,study_count,trait_count,method_count,population_count
311,UKUY,2011,8,56.7400595,10.8682498832951,cnj02,stepwiseqtl,self,54.640058,58.840061,1,1,1,1,1,1
109,UKUY,2012,5,50.975038,10.8603179778482,cnj02,scanone,self,44.740029,57.210047,1,1,1,1,1,1
399,TA,2011,2,6.5450085,10.8461962027829,cnj02,stepwiseqtl,self,5.060007,8.03001,1,1,1,1,1,1
316,UDM,2013,3,36.720037000000005,10.7396304582273,cnj02,stepwiseqtl,self,35.340034,38.10004,1,1,1,1,1,1
343,UNB,all-years,10,9.845008,10.6868041862861,cnj02,stepwiseqtl,self,2.960002,16.730014,1,1,1,1,1,1
153,UNS,2012,11,25.250027,10.6779760921613,cnj02,scanone,self,20.18002,30.320034,1,1,1,1,1,1
203,UL,2011,4,20.375019,10.6486052650737,cnj02,scanone,self,17.250016,23.500022,1,1,1,1,1,1
369,PFR,2011,7,8.795011500000001,10.6448203285032,cnj02,stepwiseqtl,self,5.950009,11.640014,1,1,1,1,1,1
424,ULvW,2011,4,56.200060500000006,10.6408182101632,cnj02,stepwiseqtl,self,50.140058,62.260063,1,1,1,1,1,1
361+155,UNS,all-years,12,73.2500555,10.637649939293599,cnj02,scanone+stepwiseqtl,self,70.730053,75.770058,2,1,1,1,2,1
231,UBM,2012,3,55.760054499999995,10.6267911697197,cnj02,stepwiseqtl,self,52.940053,58.580056,1,1,1,1,1,1
64+220,UKEC+UBL,2012,3,56.950055,10.61828091524005,cnj02,scanone+stepwiseqtl,self,52.940053,60.960057,2,1,1,2,2,1
392,SFY,2012,7,0.895002,10.6061529470593,cnj02,stepwiseqtl,self,0.0,1.790004,1,1,1,1,1,1
60,UCLS,2013,9,59.760051000000004,10.5153134027819,cnj02,scanone,self,55.290045,64.230057,1,1,1,1,1,1
332,UNAB,all-years,7,62.655081499999994,10.4870093792322,cnj02,stepwiseqtl,self,60.620079,64.690084,1,1,1,1,1,1
412+199,UTBM+UMFM,all-years+2012,6,24.100027,10.484944961186049,cnj02,scanone+stepwiseqtl,self,21.610025,26.590029,2,2,1,2,2,1
308,UKUX,2011,11,26.460029,10.3987461058658,cnj02,stepwiseqtl,self,24.540025,28.380033,1,1,1,1,1,1
391,SFY,2011,3,28.120026000000003,10.3645827132713,cnj02,stepwiseqtl,self,26.570025,29.670027,1,1,1,1,1,1
88+290,UKSO,all-years,3,36.0650355,10.32303379827025,cnj02,scanone+stepwiseqtl,self,35.940035,36.190036,2,1,1,1,2,1
352+353,UNS,all-years+2011,5,90.16507899999999,10.31764264088265,cnj02,stepwiseqtl,self,89.920078,90.41008,2,2,1,1,1,1
134,UNAB,2013,8,7.3250075,10.2700990029535,cnj02,scanone,self,0.0,14.650015,1,1,1,1,1,1
337,UNAF,2013,9,77.6500685,10.1931521525365,cnj02,stepwiseqtl,self,75.260066,80.040071,1,1,1,1,1,1
19,UBL,2012,9,3.975004,10.1612109113796,cnj02,scanone,self,1.130001,6.820007,1,1,1,1,1,1
14,BBITBM,2012,9,79.74007,10.1553105422594,cnj02,scanone,self,75.260066,84.220074,1,1,1,1,1,1
2,BBISFY,all-years,10,80.2300775,10.144213490906,cnj02,scanone,self,76.350075,84.11008,1,1,1,1,1,1
221,UBL,all-years,3,46.9700505,10.1214016390518,cnj02,stepwiseqtl,self,43.300049,50.640052,1,1,1,1,1,1
248,Brix,2013,4,36.875042,10.0802684772121,cnj02,stepwiseqtl,self,29.890034,43.86005,1,1,1,1,1,1
117,UDM,2012,10,27.735025,10.068266570462,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
335,UNAB,2013,12,44.5550265,10.0554870636078,cnj02,stepwiseqtl,self,42.810024,46.300029,1,1,1,1,1,1
