id,trait,model,chr,position,mean_marker_variance,population,method,study,interval_left,interval_right,count,model_count,study_count,trait_count,method_count,population_count
563,UCLP,all-years,11,84.260069,13.8457136480488,cnj04,stepwiseqtl,self,81.230067,87.290071,1,1,1,1,1,1
433+274+226+198+73+284+286,UKEC+UKLvW+UBL+ULvW,2013+all-years+2012+2011,11,29.350033500000002,13.778941155619256,cnj02,scanone+stepwiseqtl,self,28.380033,30.320034,7,4,1,4,2,1
47,UCLP,all-years,5,23.930013,13.7687071228222,cnj02,scanone,self,22.38001,25.480016,1,1,1,1,1,1
321+322,MFM,2012+2013,3,29.155026499999998,13.722191037974849,cnj02,stepwiseqtl,self,28.640026,29.670027,2,2,1,1,1,1
152+357,UNS,2012+2011,10,31.4650265,13.7203978166275,cnj02,scanone+stepwiseqtl,self,28.970023,33.96003,2,2,1,1,2,1
579,UKEC,all-years,10,4.5000035,13.690665091613,cnj04,stepwiseqtl,self,0.0,9.000007,1,1,1,1,1,1
376,PFR,all-years,11,17.1150175,13.6674755696405,cnj02,stepwiseqtl,self,14.050015,20.18002,1,1,1,1,1,1
657,PFR,2012,9,62.000039,13.6609006565032,cnj04,stepwiseqtl,self,58.280036,65.720042,1,1,1,1,1,1
258+259+54+55+461,UCLS,2012+2011,3,36.3400365,13.655387134986942,cnj04+cnj02,scanone+stepwiseqtl,self,36.190036,36.490037,5,2,1,1,2,2
81+266+66,UKEC+UKLvW,2012,5,59.7200495,13.647616978610001,cnj02,scanone+stepwiseqtl,self,58.470049,60.97005,3,1,1,2,2,1
425,ULvW,2013,4,72.5400695,13.6196530324293,cnj02,stepwiseqtl,self,69.820068,75.260071,1,1,1,1,1,1
501,URB,2012,3,19.4350135,13.5836980544826,cnj04,scanone,self,14.320009,24.550018,1,1,1,1,1,1
710,UMFM,all-years,2,23.340025500000003,13.5186675549065,cnj04,stepwiseqtl,self,22.530024,24.150027,1,1,1,1,1,1
410+411+188,UTBM,all-years+2012,1,31.1250195,13.490820937508667,cnj02,scanone+stepwiseqtl,self,30.570019,31.68002,3,2,1,1,2,1
691,UTBM,2012,10,52.6450605,13.4193977125039,cnj04,stepwiseqtl,self,50.000058,55.290063,1,1,1,1,1,1
405,TA,2011,12,71.7600545,13.3990221030906,cnj02,stepwiseqtl,self,67.750051,75.770058,1,1,1,1,1,1
283,UKLvW,2013,9,88.31508099999999,13.3976562721021,cnj02,stepwiseqtl,self,87.340079,89.290083,1,1,1,1,1,1
496+497,PFR,all-years+2012,6,59.535075,13.378690953497049,cnj04,scanone,self,53.270072,65.800078,2,2,1,1,1,1
404,TA,2012,7,12.105015,13.3593204169732,cnj02,stepwiseqtl,self,9.900012,14.310018,1,1,1,1,1,1
5+445,BBISFY,2012+2011,12,54.6750355,13.314270172753,cnj04+cnj02,scanone,self,54.390037,54.960034,2,2,1,1,1,2
430+431,ULvW,all-years+2013,10,61.9550625,13.280354280707,cnj02,stepwiseqtl,self,61.460062,62.450063,2,2,1,1,1,1
288+287+87,UKSO,all-years+2011,1,77.83506700000001,13.252334850086333,cnj02,scanone+stepwiseqtl,self,74.280063,81.390071,3,2,1,1,2,1
422+423,ULvW,all-years+2013,2,78.810089,13.230738260388549,cnj02,stepwiseqtl,self,75.430088,82.19009,2,2,1,1,1,1
7,BBITY,2012,10,39.9300395,13.2213234076291,cnj02,scanone,self,34.870032,44.990047,1,1,1,1,1,1
25+229,UBBL,all-years,7,63.7700825,13.21875065930675,cnj02,scanone+stepwiseqtl,self,59.000078,68.540087,2,1,1,1,2,1
219+12,BBITBM,all-years,2,57.4150635,13.20824066505825,cnj02,scanone+stepwiseqtl,self,56.670061,58.160066,2,1,1,1,2,1
97,UKTO,2012,12,54.0300375,13.1729005615407,cnj02,scanone,self,50.470034,57.590041,1,1,1,1,1,1
574+462,UKEC,2011,2,59.080066,13.1666015881739,cnj04,scanone+stepwiseqtl,self,58.780065,59.380067,2,1,1,1,2,1
611+475,UNAB,2011,6,44.995054499999995,13.113954063835049,cnj04,scanone+stepwiseqtl,self,44.390054,45.600055,2,1,1,1,2,1
272+85+71+282+271,UKEC+UKLvW,2013+2011,9,85.1050755,13.006787900829659,cnj02,scanone+stepwiseqtl,self,84.810075,85.400076,5,2,1,2,2,1
612,UNAB,2012,6,16.665018,13.006332584892,cnj04,stepwiseqtl,self,15.880017,17.450019,1,1,1,1,1,1
682,UTBM,2014,1,107.96008850000001,13.0050136545076,cnj04,stepwiseqtl,self,105.720087,110.20009,1,1,1,1,1,1
328,UNAB,2013,1,43.5500365,13.0047893248836,cnj02,stepwiseqtl,self,41.320035,45.780038,1,1,1,1,1,1
360+154,UNS,2013,12,57.12504,12.997882436137601,cnj02,scanone+stepwiseqtl,self,56.660039,57.590041,2,1,1,1,2,1
400+401+180+181,TA,all-years+2013,2,50.935050000000004,12.995196090517224,cnj02,scanone+stepwiseqtl,self,49.390047,52.480053,4,2,1,1,2,1
254,UCLP,all-years,6,76.2600975,12.9797772251233,cnj02,stepwiseqtl,self,73.280095,79.2401,1,1,1,1,1,1
366,PAC,2013,11,55.985065500000005,12.9229525462685,cnj02,stepwiseqtl,self,54.780064,57.190067,1,1,1,1,1,1
136+618+334,UNAB,2012+2011,12,52.715034,12.904518214755633,cnj04+cnj02,scanone+stepwiseqtl,self,50.470034,54.960034,3,2,1,1,2,2
600,UKUY,all-years,2,55.960058000000004,12.9014443786893,cnj04,stepwiseqtl,self,54.470056,57.45006,1,1,1,1,1,1
526+703,UBL+ULvW,all-years+2014,2,26.1650285,12.89140970927105,cnj04,stepwiseqtl,self,24.150027,28.18003,2,2,1,2,1,1
471,UKUY,all-years,10,72.3100765,12.8904964065849,cnj04,scanone,self,64.86007,79.760083,1,1,1,1,1,1
583,UKLvW,2012,4,20.945016,12.8564470335545,cnj04,stepwiseqtl,self,18.390015,23.500017,1,1,1,1,1,1
347+621+639,UNP+UNAF,all-years+2012+2014,7,18.775021000000002,12.761097441372234,cnj04+cnj02,stepwiseqtl,self,17.770026,19.780016,3,3,1,2,1,2
635,UN0,2014,9,84.345056,12.7560701900093,cnj04,stepwiseqtl,self,80.890052,87.80006,1,1,1,1,1,1
234+547+235,UBM+UBW,all-years+2013+2014,10,47.875051,12.737214757253264,cnj04+cnj02,stepwiseqtl,self,45.750048,50.000054,3,3,1,2,1,2
59+262,UCLS,2012,6,77.9600995,12.7283637700241,cnj02,scanone+stepwiseqtl,self,76.680099,79.2401,2,1,1,1,2,1
293,UKTO,2011,2,37.575033000000005,12.6652625970208,cnj02,stepwiseqtl,self,36.020031,39.130035,1,1,1,1,1,1
146,UNP,2012,3,55.8000545,12.6616161197207,cnj02,scanone,self,50.640052,60.960057,1,1,1,1,1,1
705+578+531,UKEC+UBL+ULvW,2012+2014+2011,10,35.960035500000004,12.661462303423766,cnj04,stepwiseqtl,self,35.900035,36.020036,3,3,1,3,1,1
114+315,UDM,2011,3,34.3500325,12.65479202958805,cnj02,scanone+stepwiseqtl,self,33.360031,35.340034,2,1,1,1,2,1
480+624+479,UNAF,all-years+2012,12,54.5350335,12.6533431271061,cnj04,scanone+stepwiseqtl,self,54.110033,54.960034,3,2,1,1,2,1
653,PAC,2011,8,66.905067,12.6212267149937,cnj04,stepwiseqtl,self,65.410066,68.400068,1,1,1,1,1,1
95,UKTO,all-years,9,64.8350575,12.5906533395569,cnj02,scanone,self,59.170052,70.500063,1,1,1,1,1,1
93+294+295,UKTO,2012+2011,4,28.415031499999998,12.577070323253599,cnj02,scanone+stepwiseqtl,self,28.130031,28.700032,3,2,1,1,2,1
504,USL,2014,4,6.3100065,12.5485380554261,cnj04,scanone,self,2.390004,10.230009,1,1,1,1,1,1
261+263,UCLS,all-years+2011,6,6.8100115,12.52322551455995,cnj02,stepwiseqtl,self,5.770011,7.850012,2,2,1,1,1,1
348,UNP,2013,9,88.31508099999999,12.5081862152775,cnj02,stepwiseqtl,self,87.340079,89.290083,1,1,1,1,1,1
118+319,UDM,2012+2013,12,47.8650305,12.466432608412699,cnj02,scanone+stepwiseqtl,self,46.97003,48.760031,2,2,1,1,2,1
587,UKSO,2014,1,17.530013500000003,12.4547452493508,cnj04,stepwiseqtl,self,14.48001,20.580017,1,1,1,1,1,1
204,UL,2012,4,31.9550365,12.44745668944,cnj02,scanone,self,27.060029,36.850044,1,1,1,1,1,1
42,UCD,all-years,5,53.245041,12.4461232820923,cnj02,scanone,self,50.350037,56.140045,1,1,1,1,1,1
253,UCLP,2012,3,30.705028,12.4441552078487,cnj02,stepwiseqtl,self,28.640026,32.77003,1,1,1,1,1,1
16+15,BBITBM,all-years+2012,12,53.850037,12.429743605087051,cnj02,scanone,self,50.470034,57.23004,2,2,1,1,1,1
656,PFR,2011,4,76.485059,12.4220341485566,cnj04,stepwiseqtl,self,71.240056,81.730062,1,1,1,1,1,1
57,UCLS,2013,4,30.925035,12.4063873414867,cnj02,scanone,self,26.790028,35.060042,1,1,1,1,1,1
688,UTBM,2011,9,88.90006249999999,12.3849537449153,cnj04,stepwiseqtl,self,87.940061,89.860064,1,1,1,1,1,1
89+291,UKSO,2011,11,45.7700535,12.3736336678869,cnj02,scanone+stepwiseqtl,self,44.640053,46.900054,2,1,1,1,2,1
225+20+21+197+22+429+223,UBL+ULvW,all-years+2012+2013,10,52.295055500000004,12.339552953071957,cnj02,scanone+stepwiseqtl,self,51.790055,52.800056,7,3,1,2,2,1
362,PAC,2013,1,103.03509199999999,12.3206038491936,cnj02,stepwiseqtl,self,100.35009,105.720094,1,1,1,1,1,1
193+393+172,SFY+TY,2013,7,38.715047999999996,12.311222016921901,cnj02,scanone+stepwiseqtl,self,35.700047,41.730049,3,1,1,2,2,1
441+442,UL,all-years+2013,1,32.275020999999995,12.2410462414391,cnj02,stepwiseqtl,self,31.68002,32.870022,2,2,1,1,1,1
414,UTBM,all-years,10,42.390045,12.2376547513905,cnj02,stepwiseqtl,self,39.030042,45.750048,1,1,1,1,1,1
686,UTBM,2011,6,80.9700905,12.132861779825,cnj04,stepwiseqtl,self,79.240088,82.700093,1,1,1,1,1,1
145+346,UNP,all-years,1,58.490048,12.1056932675085,cnj02,scanone+stepwiseqtl,self,56.220046,60.76005,2,1,1,1,2,1
171+390,USL,2013,10,18.225015,12.0433040566909,cnj02,scanone+stepwiseqtl,self,16.730014,19.720016,2,1,1,1,2,1
116+318,UDM,2011,7,53.850069500000004,12.03008949724805,cnj02,scanone+stepwiseqtl,self,52.200066,55.500073,2,1,1,1,2,1
402+182,TA,2013,3,31.810029999999998,12.0194243692203,cnj02,scanone+stepwiseqtl,self,30.260029,33.360031,2,1,1,1,2,1
695,TY,2011,7,62.655059,12.0111957568738,cnj04,stepwiseqtl,self,60.620057,64.690061,1,1,1,1,1,1
588,UKSO,all-years,1,105.415087,12.0051628629385,cnj04,stepwiseqtl,self,102.730086,108.100088,1,1,1,1,1,1
666+693,SFY+TY,2011,4,43.5500405,12.0012753038169,cnj04,stepwiseqtl,self,43.24004,43.860041,2,1,1,2,1,1
176+395+669+671,SFY,all-years+2011,11,22.8700165,12.000102892337374,cnj04+cnj02,scanone+stepwiseqtl,self,21.880016,23.860017,4,2,1,1,2,2
144+345,UN0,2013,12,54.3650365,11.9981839562127,cnj02,scanone+stepwiseqtl,self,53.770035,54.960038,2,1,1,1,2,1
698,TY,all-years,10,10.7650095,11.9675494273341,cnj04,stepwiseqtl,self,4.800006,16.730013,1,1,1,1,1,1
524,UBL,2011,2,23.225025000000002,11.9667326959228,cnj04,stepwiseqtl,self,22.530024,23.920026,1,1,1,1,1,1
91,UKTO,2013,2,87.925099,11.9438888395159,cnj02,scanone,self,84.190092,91.660106,1,1,1,1,1,1
590+591,UKSO,all-years+2011,11,39.770039,11.94249793299415,cnj04,stepwiseqtl,self,39.200038,40.34004,2,2,1,1,1,1
498,PFR,2012,8,66.9500645,11.9072887678276,cnj04,scanone,self,60.930057,72.970072,1,1,1,1,1,1
194+173,SFY+TY,all-years,8,16.8100165,11.902912467863949,cnj02,scanone,self,13.160013,20.46002,2,1,1,2,1,1
209,BBISFY,all-years,3,4.095003,11.8936349019293,cnj02,stepwiseqtl,self,1.16,7.030006,1,1,1,1,1,1
589,UKSO,2014,7,58.300055,11.8916487746702,cnj04,stepwiseqtl,self,56.060054,60.540056,1,1,1,1,1,1
336,UNAF,2011,3,41.065045,11.8852647347215,cnj02,stepwiseqtl,self,39.270043,42.860047,1,1,1,1,1,1
107+108,UKUY,all-years+2011,3,31.0000285,11.8788766264822,cnj02,scanone,self,28.640026,33.360031,2,2,1,1,1,1
18+222,UBL,2013,8,21.3100215,11.85207366315665,cnj02,scanone+stepwiseqtl,self,17.460018,25.160025,2,1,1,1,2,1
115+317,UDM,2012,5,46.7450325,11.83649287323,cnj02,scanone+stepwiseqtl,self,45.18003,48.310035,2,1,1,1,2,1
673,TA,2012,1,81.27507349999999,11.8073226273649,cnj04,stepwiseqtl,self,74.00007,88.550077,1,1,1,1,1,1
713,UMFM,2014,11,11.8100095,11.7936085210631,cnj04,stepwiseqtl,self,9.570008,14.050011,1,1,1,1,1,1
680+681,Tacy,all-years+2014,6,38.305044,11.79327018528135,cnj04,stepwiseqtl,self,37.840043,38.770045,2,2,1,1,1,1
685,UTBM,2012,4,17.0250145,11.7871041509463,cnj04,stepwiseqtl,self,15.600013,18.450016,1,1,1,1,1,1
510,TA,2014,8,58.1450535,11.7843524437402,cnj04,scanone,self,53.870049,62.420058,1,1,1,1,1,1
608+609,MFM,all-years+2014,11,36.0200275,11.7808304571913,cnj04,stepwiseqtl,self,35.390027,36.650028,2,2,1,1,1,1
571,UCLS,2011,10,11.51001,11.761100488324,cnj04,stepwiseqtl,self,4.800006,18.220014,1,1,1,1,1,1
619,UNAF,2012,5,51.6300245,11.737822979526,cnj04,stepwiseqtl,self,47.12002,56.140029,1,1,1,1,1,1
371+372,PFR,all-years+2013,7,39.995048499999996,11.7329309817755,cnj02,stepwiseqtl,self,38.260048,41.730049,2,2,1,1,1,1
35+247,Brix,2013,3,34.7750335,11.727697965476551,cnj02,scanone+stepwiseqtl,self,33.360031,36.190036,2,1,1,1,2,1
427,ULvW,2012,8,7.895006,11.6848165980851,cnj02,stepwiseqtl,self,5.310004,10.480008,1,1,1,1,1,1
453,UBBL,2014,6,34.2650395,11.6745399162863,cnj04,scanone,self,28.170032,40.360047,1,1,1,1,1,1
96,UKTO,2011,11,19.56502,11.6740980533285,cnj02,scanone,self,17.250019,21.880021,1,1,1,1,1,1
529+463,UKEC+UBL,2014+2011,5,45.290017500000005,11.6578131442187,cnj04,scanone+stepwiseqtl,self,44.740017,45.840018,2,2,1,2,2,1
156,PAC,2012,2,43.9900405,11.6525623597101,cnj02,scanone,self,39.720036,48.260045,1,1,1,1,1,1
672+419,SFY+TY,all-years+2013,12,45.4500265,11.64528626289505,cnj04+cnj02,stepwiseqtl,self,44.600024,46.300029,2,2,1,2,1,2
215,BBITY,2012,11,43.1550515,11.6368686548204,cnj02,stepwiseqtl,self,41.67005,44.640053,1,1,1,1,1,1
17+276+421+420+77+62,UBL+ULvW+UKEC+UKLvW,all-years+2012+2013+2011,2,72.62008399999999,11.5411052343837,cnj02,scanone+stepwiseqtl,self,70.540083,74.700085,6,4,1,4,2,1
551,Brix,2014,10,43.810047999999995,11.482639429878,cnj04,stepwiseqtl,self,41.870044,45.750052,1,1,1,1,1,1
139,UNB,all-years,1,27.7400145,11.4440024527391,cnj02,scanone,self,23.210008,32.270021,1,1,1,1,1,1
627,UNB,2011,6,80.9700905,11.4151455943837,cnj04,stepwiseqtl,self,79.240088,82.700093,1,1,1,1,1,1
51,UCLP,2013,11,64.09007700000001,11.4099182228618,cnj02,scanone,self,58.35007,69.830084,1,1,1,1,1,1
675+509,TA,2014+2011,6,23.9150255,11.40420414974255,cnj04,scanone+stepwiseqtl,self,21.610024,26.220027,2,2,1,1,2,1
251,UCD,2012,1,27.725015499999998,11.3948478382518,cnj02,stepwiseqtl,self,25.470014,29.980017,1,1,1,1,1,1
119,UDM,2013,12,62.4150455,11.3709865846983,cnj02,scanone,self,57.590041,67.24005,1,1,1,1,1,1
484,UNB,2011,9,21.465014,11.3300725099232,cnj04,scanone,self,14.02001,28.910018,1,1,1,1,1,1
113+313,UDM,2012,1,32.870022,11.3263750247519,cnj02,scanone+stepwiseqtl,self,32.270021,33.470023,2,1,1,1,2,1
597,UKUX,all-years,6,59.535075,11.3232717163751,cnj04,stepwiseqtl,self,53.270072,65.800078,1,1,1,1,1,1
32+239,UBW,all-years,1,100.25009,11.2698260312689,cnj02,scanone+stepwiseqtl,self,97.960089,102.540091,2,1,1,1,2,1
307,UKUX,2012,10,31.115026,11.2530595694266,cnj02,stepwiseqtl,self,28.270022,33.96003,1,1,1,1,1,1
0,BBISFY,all-years,2,44.12504,11.2278087382736,cnj02,scanone,self,40.850037,47.400043,1,1,1,1,1,1
38,UCD,2011,3,55.8000545,11.2174180648761,cnj02,scanone,self,50.640052,60.960057,1,1,1,1,1,1
189,UTBM,2011,10,27.735025,11.2052582462905,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
46,UCLP,2011,5,47.545033000000004,11.181010116897,cnj02,scanone,self,44.740029,50.350037,1,1,1,1,1,1
149+351,UNS,all-years+2013,3,89.975077,11.176531270341702,cnj02,scanone+stepwiseqtl,self,87.550075,92.400079,2,2,1,1,2,1
365,PAC,2012,11,15.625017,11.1575252113639,cnj02,stepwiseqtl,self,11.070014,20.18002,1,1,1,1,1,1
241,UBW,all-years,6,2.685005,11.1504103393938,cnj02,stepwiseqtl,self,0.900002,4.470008,1,1,1,1,1,1
305,UKUX,2012,8,55.595057499999996,11.1321675341423,cnj02,stepwiseqtl,self,53.140055,58.05006,1,1,1,1,1,1
696,TY,2011,9,86.600058,11.1290634771919,cnj04,stepwiseqtl,self,85.400056,87.80006,1,1,1,1,1,1
339,UNAF,2011,11,62.720076999999996,11.1188114992007,cnj02,stepwiseqtl,self,60.900076,64.540078,1,1,1,1,1,1
210,BBISFY,all-years,3,51.590053,11.1178505772837,cnj02,stepwiseqtl,self,47.000051,56.180055,1,1,1,1,1,1
370,PFR,2012,7,18.9150265,11.1060728006331,cnj02,stepwiseqtl,self,16.770023,21.06003,1,1,1,1,1,1
314,UDM,2012,2,44.7550415,11.092475018584,cnj02,stepwiseqtl,self,42.11004,47.400043,1,1,1,1,1,1
704+577,UKEC+ULvW,2012+2011,7,64.53005999999999,11.0836239135548,cnj04,stepwiseqtl,self,64.370059,64.690061,2,2,1,2,1,1
477,UNAF,2011,10,32.6150295,11.0817604066098,cnj04,scanone,self,29.810025,35.420034,1,1,1,1,1,1
13,BBITBM,all-years,4,25.7300275,11.070054203355,cnj02,scanone,self,18.580019,32.880036,1,1,1,1,1,1
6,BBITY,all-years,6,73.0050955,11.048202233896,cnj02,scanone,self,66.770091,79.2401,1,1,1,1,1,1
502,USL,2014,1,65.5650615,11.0007958622004,cnj04,scanone,self,63.890059,67.240064,1,1,1,1,1,1
224,UBL,2013,10,44.480046,10.9872437491472,cnj02,stepwiseqtl,self,43.210044,45.750048,1,1,1,1,1,1
541,UBBL,2014,10,13.165011,10.9742981911195,cnj04,stepwiseqtl,self,9.600009,16.730013,1,1,1,1,1,1
628,UNB,2012,6,18.0400195,10.9733381998876,cnj04,stepwiseqtl,self,16.850018,19.230021,1,1,1,1,1,1
557+558,UCD,2014,4,69.3550545,10.96869326762455,cnj04,stepwiseqtl,self,68.890054,69.820055,2,1,1,1,1,1
278,UKLvW,2012,5,65.395055,10.9374954001021,cnj02,stepwiseqtl,self,63.170054,67.620056,1,1,1,1,1,1
102,UKUX,2013,5,79.965069,10.9265730749759,cnj02,scanone,self,76.390065,83.540073,1,1,1,1,1,1
641,UNP,2012,11,58.025052,10.9176611122667,cnj04,stepwiseqtl,self,56.580049,59.470055,1,1,1,1,1,1
120,MFM,2013,2,62.7350735,10.8981643848179,cnj02,scanone,self,58.160066,67.310081,1,1,1,1,1,1
104+306+103,UKUX,all-years+2011,9,81.065072,10.897355407375066,cnj02,scanone+stepwiseqtl,self,77.91007,84.220074,3,2,1,1,2,1
250,Brix,2013,12,56.095039,10.8819602922428,cnj02,stepwiseqtl,self,54.960038,57.23004,1,1,1,1,1,1
213,BBITY,2012,8,36.865034,10.8813622198813,cnj02,stepwiseqtl,self,32.640033,41.090035,1,1,1,1,1,1
289,UKSO,all-years,2,74.7500855,10.8770796772687,cnj02,stepwiseqtl,self,67.310081,82.19009,1,1,1,1,1,1
311,UKUY,2011,8,56.7400595,10.8682498832951,cnj02,stepwiseqtl,self,54.640058,58.840061,1,1,1,1,1,1
109,UKUY,2012,5,50.975038,10.8603179778482,cnj02,scanone,self,44.740029,57.210047,1,1,1,1,1,1
399,TA,2011,2,6.5450085,10.8461962027829,cnj02,stepwiseqtl,self,5.060007,8.03001,1,1,1,1,1,1
545,UBW,all-years,3,17.940012,10.7911734110561,cnj04,stepwiseqtl,self,16.32001,19.560014,1,1,1,1,1,1
316,UDM,2013,3,36.720037000000005,10.7396304582273,cnj02,stepwiseqtl,self,35.340034,38.10004,1,1,1,1,1,1
248+548,Brix,2013+2014,4,42.055039,10.71659853828335,cnj04+cnj02,stepwiseqtl,self,40.250037,43.860041,2,2,1,1,1,2
637,UNP,all-years,4,31.7350285,10.7109768620735,cnj04,stepwiseqtl,self,29.890027,33.58003,1,1,1,1,1,1
714,UL,2014,2,39.99003999999999,10.6953062239332,cnj04,stepwiseqtl,self,39.130039,40.850041,1,1,1,1,1,1
199,UMFM,all-years,6,28.695034,10.6916867146468,cnj02,scanone,self,21.610025,35.780043,1,1,1,1,1,1
343,UNB,all-years,10,9.845008,10.6868041862861,cnj02,stepwiseqtl,self,2.960002,16.730014,1,1,1,1,1,1
153,UNS,2012,11,25.250027,10.6779760921613,cnj02,scanone,self,20.18002,30.320034,1,1,1,1,1,1
203,UL,2011,4,20.375019,10.6486052650737,cnj02,scanone,self,17.250016,23.500022,1,1,1,1,1,1
369,PFR,2011,7,8.795011500000001,10.6448203285032,cnj02,stepwiseqtl,self,5.950009,11.640014,1,1,1,1,1,1
424,ULvW,2011,4,56.200060500000006,10.6408182101632,cnj02,stepwiseqtl,self,50.140058,62.260063,1,1,1,1,1,1
361+155,UNS,all-years,12,73.2500555,10.637649939293599,cnj02,scanone+stepwiseqtl,self,70.730053,75.770058,2,1,1,1,2,1
231,UBM,2012,3,55.760054499999995,10.6267911697197,cnj02,stepwiseqtl,self,52.940053,58.580056,1,1,1,1,1,1
64+220,UKEC+UBL,2012,3,56.950055,10.61828091524005,cnj02,scanone+stepwiseqtl,self,52.940053,60.960057,2,1,1,2,2,1
392,SFY,2012,7,0.895002,10.6061529470593,cnj02,stepwiseqtl,self,0.0,1.790004,1,1,1,1,1,1
645,UNS,2011,3,50.615043,10.5960637183231,cnj04,stepwiseqtl,self,47.000042,54.230044,1,1,1,1,1,1
598,UKUX,2014,8,43.3550325,10.5442534565329,cnj04,stepwiseqtl,self,39.74003,46.970035,1,1,1,1,1,1
60,UCLS,2013,9,59.760051000000004,10.5153134027819,cnj02,scanone,self,55.290045,64.230057,1,1,1,1,1,1
661,URB,2014,9,88.90006249999999,10.5148249202591,cnj04,stepwiseqtl,self,87.940061,89.860064,1,1,1,1,1,1
332,UNAB,all-years,7,62.655081499999994,10.4870093792322,cnj02,stepwiseqtl,self,60.620079,64.690084,1,1,1,1,1,1
523,BBITY,2011,4,22.0000175,10.4272752002121,cnj04,stepwiseqtl,self,18.450016,25.550019,1,1,1,1,1,1
308,UKUX,2011,11,26.460029,10.3987461058658,cnj02,stepwiseqtl,self,24.540025,28.380033,1,1,1,1,1,1
391,SFY,2011,3,28.120026000000003,10.3645827132713,cnj02,stepwiseqtl,self,26.570025,29.670027,1,1,1,1,1,1
601,MFM,all-years,1,3.755002,10.3342015442375,cnj04,stepwiseqtl,self,0.0,7.510004,1,1,1,1,1,1
88+290,UKSO,all-years,3,36.0650355,10.32303379827025,cnj02,scanone+stepwiseqtl,self,35.940035,36.190036,2,1,1,1,2,1
352+353,UNS,all-years+2011,5,90.16507899999999,10.31764264088265,cnj02,stepwiseqtl,self,89.920078,90.41008,2,2,1,1,1,1
605,MFM,2014,9,60.9150385,10.3124871727301,cnj04,stepwiseqtl,self,59.090037,62.74004,1,1,1,1,1,1
694,TY,2012,5,85.485057,10.2991373980845,cnj04,stepwiseqtl,self,82.660056,88.310058,1,1,1,1,1,1
412,UTBM,2012,6,24.100027,10.2782032077253,cnj02,stepwiseqtl,self,21.610025,26.590029,1,1,1,1,1,1
134,UNAB,2013,8,7.3250075,10.2700990029535,cnj02,scanone,self,0.0,14.650015,1,1,1,1,1,1
560,UCD,2014,8,53.785048,10.204981485588,cnj04,stepwiseqtl,self,52.930046,54.64005,1,1,1,1,1,1
337,UNAF,2013,9,77.6500685,10.1931521525365,cnj02,stepwiseqtl,self,75.260066,80.040071,1,1,1,1,1,1
569,UCLS,2011,8,78.965074,10.1884720341839,cnj04,stepwiseqtl,self,72.970072,84.960076,1,1,1,1,1,1
719,UL,2014,12,17.380008,10.1633813999983,cnj04,stepwiseqtl,self,12.210005,22.550011,1,1,1,1,1,1
19,UBL,2012,9,3.975004,10.1612109113796,cnj02,scanone,self,1.130001,6.820007,1,1,1,1,1,1
718,UL,2014,8,52.7350455,10.1608910380789,cnj04,stepwiseqtl,self,52.330044,53.140047,1,1,1,1,1,1
14,BBITBM,2012,9,79.74007,10.1553105422594,cnj02,scanone,self,75.260066,84.220074,1,1,1,1,1,1
2,BBISFY,all-years,10,80.2300775,10.144213490906,cnj02,scanone,self,76.350075,84.11008,1,1,1,1,1,1
550,Brix,2011,10,55.730062000000004,10.1240456450171,cnj04,stepwiseqtl,self,50.000058,61.460066,1,1,1,1,1,1
649,UNS,2014,9,43.675025500000004,10.1219116482153,cnj04,stepwiseqtl,self,38.060023,49.290028,1,1,1,1,1,1
221,UBL,all-years,3,46.9700505,10.1214016390518,cnj02,stepwiseqtl,self,43.300049,50.640052,1,1,1,1,1,1
568,UCLS,2012,7,43.895036000000005,10.1128263134376,cnj04,stepwiseqtl,self,42.410035,45.380037,1,1,1,1,1,1
117,UDM,2012,10,27.735025,10.068266570462,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
335,UNAB,2013,12,44.5550265,10.0554870636078,cnj02,stepwiseqtl,self,42.810024,46.300029,1,1,1,1,1,1
